prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
C,trumpet,played with valves,played with valves,8,20,0.4
C,trumpet,portable and relatively small,portable and relatively small,1,20,0.05
C,trumpet,produces high-pitched sound,produces high-pitched sound,3,20,0.15
C,trumpet,produces high-pitched sounds,produces high-pitched sounds,9,20,0.45
C,trumpet,requires breath control,requires breath control,5,20,0.25
C,trumpet,requires buzzing lips to play,requires buzzing lips to play,1,20,0.05
C,trumpet,requires good breath control,requires good breath control,10,20,0.5
C,trumpet,requires good lung capacity,requires good lung capacity,1,20,0.05
C,trumpet,requires strong breath control,requires strong breath control,3,20,0.15
C,trumpet,used for fanfares and signals,used for fanfares and signals,1,20,0.05
C,trumpet,used in classical orchestras,used in classical orchestras,1,20,0.05
C,trumpet,used in jazz bands,used in jazz bands,20,20,1.0
C,trumpet,used in military bands,used in military bands,13,20,0.65
C,turkey,associated with pilgrims and early american settlers,associated with pilgrims and early American settlers,1,20,0.05
C,turkey,bare head,bare head,9,20,0.45
C,turkey,bare head and neck,bare head and neck,1,20,0.05
C,turkey,broad tail,broad tail,13,20,0.65
C,turkey,can fly short distances,can fly short distances,9,20,0.45
C,turkey,domesticated,domesticated,2,20,0.1
C,turkey,domesticated for food,domesticated for food,1,20,0.05
C,turkey,domesticated for meat,domesticated for meat,2,20,0.1
C,turkey,domesticated varieties,domesticated varieties,1,20,0.05
C,turkey,domesticated varieties are larger,domesticated varieties are larger,1,20,0.05
C,turkey,domesticated variety,domesticated variety,5,20,0.25
C,turkey,domesticated variety is common,domesticated variety is common,1,20,0.05
C,turkey,eaten during thanksgiving,eaten during Thanksgiving,5,20,0.25
C,turkey,eaten on thanksgiving,eaten on Thanksgiving,6,20,0.3
C,turkey,eats grains and seeds,eats grains and seeds,1,20,0.05
C,turkey,eats seeds and insects,eats seeds and insects,3,20,0.15
C,turkey,feathers,feathers,14,20,0.7
C,turkey,feathers are brown and white,feathers are brown and white,6,20,0.3
C,turkey,female is called a hen,female is called a hen,1,20,0.05
C,turkey,flightless,flightless,3,20,0.15
C,turkey,flocks together,flocks together,1,20,0.05
C,turkey,forages for food,forages for food,6,20,0.3
C,turkey,gobbles,gobbles,14,20,0.7
C,turkey,gobbles loudly,gobbles loudly,4,20,0.2
C,turkey,"has a bare, red head","has a bare, red head",1,20,0.05
C,turkey,has a fan-shaped tail,has a fan-shaped tail,1,20,0.05
C,turkey,has a fleshy growth on the head called a snood,has a fleshy growth on the head called a snood,2,20,0.1
C,turkey,has a fleshy wattle on the neck,has a fleshy wattle on the neck,1,20,0.05
C,turkey,has a long neck,has a long neck,1,20,0.05
C,turkey,has a red wattle,has a red wattle,3,20,0.15
C,turkey,large bird,large bird,20,20,1.0
C,turkey,lives in forests and fields,lives in forests and fields,2,20,0.1
C,turkey,makes gobbling sound,makes gobbling sound,2,20,0.1
C,turkey,male is called a tom,male is called a tom,1,20,0.05
C,turkey,meat,meat,1,20,0.05
C,turkey,naked head,naked head,1,20,0.05
C,turkey,native to north america,native to North America,5,20,0.25
C,turkey,often domesticated,often domesticated,1,20,0.05
C,turkey,often domesticated for meat,often domesticated for meat,3,20,0.15
C,turkey,often served roasted,often served roasted,2,20,0.1
C,turkey,red head,red head,1,20,0.05
C,turkey,runs fast,runs fast,1,20,0.05
C,turkey,symbol of abundance,symbol of abundance,1,20,0.05
C,turkey,thanksgiving dinner,Thanksgiving dinner,8,20,0.4
C,turkey,used for meat,used for meat,2,20,0.1
C,turkey,used for thanksgiving meals,used for Thanksgiving meals,1,20,0.05
C,turkey,used in sandwiches,used in sandwiches,3,20,0.15
C,turkey,used in sandwiches and deli meat,used in sandwiches and deli meat,1,20,0.05
C,turkey,used in sandwiches and deli meats,used in sandwiches and deli meats,1,20,0.05
C,turkey,used in sandwiches and salads,used in sandwiches and salads,2,20,0.1
C,turkey,waddles,waddles,1,20,0.05
C,turkey,wattle,wattle,7,20,0.35
C,turkey,wattle and snood,wattle and snood,1,20,0.05
C,turkey,wattles,wattles,5,20,0.25
C,turkey,white meat,white meat,1,20,0.05
C,turkey,wild turkeys can fly,wild turkeys can fly,1,20,0.05
C,turkey,wild variety,wild variety,5,20,0.25
C,turkey,wild variety exists,wild variety exists,1,20,0.05
C,turtle,can be kept as a pet,can be kept as a pet,1,20,0.05
C,turtle,can live for many years,can live for many years,3,20,0.15
C,turtle,can retract head and legs into shell,can retract head and legs into shell,4,20,0.2
C,turtle,can retract head and limbs,can retract head and limbs,2,20,0.1
C,turtle,can retract head and limbs into shell,can retract head and limbs into shell,4,20,0.2
C,turtle,can retract its head and legs,can retract its head and legs,2,20,0.1
C,turtle,can retract its head and legs into the shell,can retract its head and legs into the shell,1,20,0.05
C,turtle,can retract its head and limbs,can retract its head and limbs,6,20,0.3
C,turtle,can retract its head into the shell,can retract its head into the shell,1,20,0.05
C,turtle,cold-blooded,cold-blooded,1,20,0.05
C,turtle,comes in various sizes,comes in various sizes,2,20,0.1
C,turtle,comes in various sizes and colors,comes in various sizes and colors,2,20,0.1
C,turtle,eats plants and small animals,eats plants and small animals,20,20,1.0
C,turtle,has a beak-like mouth,has a beak-like mouth,2,20,0.1
C,turtle,has a hard shell,has a hard shell,20,20,1.0
C,turtle,has a lifespan of several decades,has a lifespan of several decades,1,20,0.05
C,turtle,has a long lifespan,has a long lifespan,12,20,0.6
C,turtle,has a long neck,has a long neck,2,20,0.1
C,turtle,has a scaly skin,has a scaly skin,1,20,0.05
C,turtle,has a slow metabolism,has a slow metabolism,2,20,0.1
C,turtle,has flippers or legs,has flippers or legs,2,20,0.1
C,turtle,is a popular pet,is a popular pet,1,20,0.05
C,turtle,is a reptile,is a reptile,4,20,0.2
C,turtle,is a symbol of patience and longevity,is a symbol of patience and longevity,1,20,0.05
C,turtle,is a symbol of patience and wisdom,is a symbol of patience and wisdom,2,20,0.1
C,turtle,is cold-blooded,is cold-blooded,1,20,0.05
C,turtle,is found in various sizes,is found in various sizes,1,20,0.05
C,turtle,is often associated with patience,is often associated with patience,4,20,0.2
C,turtle,is often kept as a pet,is often kept as a pet,3,20,0.15
C,turtle,is often seen in ponds and lakes,is often seen in ponds and lakes,5,20,0.25
C,turtle,lays eggs,lays eggs,20,20,1.0
C,turtle,lives both on land and in water,lives both on land and in water,4,20,0.2
C,turtle,lives in water and on land,lives in water and on land,16,20,0.8
C,turtle,long lifespan,long lifespan,3,20,0.15
C,turtle,moves slowly,moves slowly,20,20,1.0
C,turtle,often associated with longevity,often associated with longevity,1,20,0.05
C,turtle,often found in ponds and lakes,often found in ponds and lakes,2,20,0.1
C,turtle,often seen in ponds and lakes,often seen in ponds and lakes,1,20,0.05
C,turtle,some species are endangered,some species are endangered,7,20,0.35
C,turtle,symbolizes patience and wisdom,symbolizes patience and wisdom,1,20,0.05
C,turtle,used as a pet,used as a pet,1,20,0.05
C,turtle,used in some cultural myths and stories,used in some cultural myths and stories,1,20,0.05
C,turtle,used in some cultural stories,used in some cultural stories,1,20,0.05
C,turtle,used in some cultural stories and myths,used in some cultural stories and myths,3,20,0.15
C,turtle,used in some cultures as a symbol of longevity,used in some cultures as a symbol of longevity,1,20,0.05
C,turtle,used in various cultural myths and stories,used in various cultural myths and stories,1,20,0.05
C,turtle,used in various cultural stories and myths,used in various cultural stories and myths,1,20,0.05
C,turtle,varies in size and color,varies in size and color,1,20,0.05
C,turtle,varies in size from small to very large,varies in size from small to very large,2,20,0.1
C,vacuum cleaner,can be heavy,can be heavy,1,20,0.05
C,vacuum cleaner,can be heavy or lightweight,can be heavy or lightweight,1,20,0.05
C,vacuum cleaner,can be heavy to lift,can be heavy to lift,1,20,0.05
C,vacuum cleaner,can be heavy to maneuver,can be heavy to maneuver,1,20,0.05
C,vacuum cleaner,can be heavy to move around,can be heavy to move around,4,20,0.2
C,vacuum cleaner,can be pushed around on wheels,can be pushed around on wheels,2,20,0.1
C,vacuum cleaner,can be stored in a closet,can be stored in a closet,2,20,0.1
C,vacuum cleaner,can be upright or canister style,can be upright or canister style,8,20,0.4
C,vacuum cleaner,can be upright or handheld,can be upright or handheld,3,20,0.15
C,vacuum cleaner,can be used to clean furniture and curtains,can be used to clean furniture and curtains,1,20,0.05
C,vacuum cleaner,can be used to clean upholstery and curtains,can be used to clean upholstery and curtains,1,20,0.05
C,vacuum cleaner,can be wheeled around,can be wheeled around,2,20,0.1
C,vacuum cleaner,can clean hard-to-reach areas,can clean hard-to-reach areas,1,20,0.05
C,vacuum cleaner,can clean under furniture,can clean under furniture,1,20,0.05
C,vacuum cleaner,can clean upholstery and curtains,can clean upholstery and curtains,2,20,0.1
C,vacuum cleaner,can get clogged with hair and debris,can get clogged with hair and debris,1,20,0.05
C,vacuum cleaner,can have attachments for different surfaces,can have attachments for different surfaces,1,20,0.05
C,vacuum cleaner,comes with attachments,comes with attachments,3,20,0.15
C,vacuum cleaner,comes with different attachments,comes with different attachments,8,20,0.4
C,vacuum cleaner,comes with various attachments,comes with various attachments,7,20,0.35
C,vacuum cleaner,filters air,filters air,1,20,0.05
C,vacuum cleaner,filters air to reduce allergens,filters air to reduce allergens,1,20,0.05
C,vacuum cleaner,filters out allergens,filters out allergens,1,20,0.05
C,vacuum cleaner,filters the air,filters the air,1,20,0.05
C,vacuum cleaner,filters the air it expels,filters the air it expels,1,20,0.05
C,vacuum cleaner,has a bag or a bagless container,has a bag or a bagless container,3,20,0.15
C,vacuum cleaner,has a bag or a canister,has a bag or a canister,4,20,0.2
C,vacuum cleaner,has a bag or a canister to collect debris,has a bag or a canister to collect debris,5,20,0.25
C,vacuum cleaner,has a bag or a dust container,has a bag or a dust container,4,20,0.2
C,vacuum cleaner,has a bag or canister,has a bag or canister,1,20,0.05
C,vacuum cleaner,has a long cord,has a long cord,16,20,0.8
C,vacuum cleaner,has a long hose,has a long hose,4,20,0.2
C,vacuum cleaner,has different attachments,has different attachments,1,20,0.05
C,vacuum cleaner,helps reduce allergens,helps reduce allergens,2,20,0.1
C,vacuum cleaner,helps reduce allergens in the air,helps reduce allergens in the air,2,20,0.1
C,vacuum cleaner,helps reduce allergens in the home,helps reduce allergens in the home,1,20,0.05
C,vacuum cleaner,makes a loud humming noise,makes a loud humming noise,15,20,0.75
C,vacuum cleaner,makes a loud noise,makes a loud noise,5,20,0.25
C,vacuum cleaner,may have a hepa filter,may have a HEPA filter,1,20,0.05
C,vacuum cleaner,may have a telescopic wand,may have a telescopic wand,1,20,0.05
C,vacuum cleaner,moves on wheels,moves on wheels,8,20,0.4
C,vacuum cleaner,needs regular cleaning of the filter,needs regular cleaning of the filter,1,20,0.05
C,vacuum cleaner,often has a bag or a bagless container,often has a bag or a bagless container,1,20,0.05
C,vacuum cleaner,often has a bag or a dust container,often has a bag or a dust container,1,20,0.05
C,vacuum cleaner,often has a bag that needs replacing,often has a bag that needs replacing,1,20,0.05
C,vacuum cleaner,often has a handle for easy maneuvering,often has a handle for easy maneuvering,1,20,0.05
C,vacuum cleaner,often has wheels for easy movement,often has wheels for easy movement,2,20,0.1
C,vacuum cleaner,often has wheels for mobility,often has wheels for mobility,1,20,0.05
C,vacuum cleaner,often stored in a closet,often stored in a closet,9,20,0.45
C,vacuum cleaner,often used in homes and offices,often used in homes and offices,2,20,0.1
C,vacuum cleaner,plugs into the wall,plugs into the wall,1,20,0.05
C,vacuum cleaner,requires electricity to operate,requires electricity to operate,1,20,0.05
C,vacuum cleaner,requires regular maintenance,requires regular maintenance,1,20,0.05
C,vacuum cleaner,some models are cordless,some models are cordless,3,20,0.15
C,vacuum cleaner,some models are cordless and portable,some models are cordless and portable,1,20,0.05
C,vacuum cleaner,some models are rechargeable,some models are rechargeable,1,20,0.05
C,vacuum cleaner,sometimes has a telescopic wand,sometimes has a telescopic wand,1,20,0.05
C,vacuum cleaner,sucks up dirt and dust,sucks up dirt and dust,11,20,0.55
C,vacuum cleaner,sucks up dust and dirt,sucks up dust and dirt,9,20,0.45
C,vacuum cleaner,used for cleaning carpets,used for cleaning carpets,2,20,0.1
C,vacuum cleaner,used for cleaning carpets and floors,used for cleaning carpets and floors,7,20,0.35
C,vacuum cleaner,used for cleaning floors,used for cleaning floors,3,20,0.15
C,vacuum cleaner,used for cleaning floors and carpets,used for cleaning floors and carpets,5,20,0.25
C,vacuum cleaner,used in homes and offices,used in homes and offices,1,20,0.05
C,vacuum cleaner,used to clean carpets and floors,used to clean carpets and floors,3,20,0.15
C,vacuum cleaner,uses electricity,uses electricity,2,20,0.1
C,van,can be converted for camping,can be converted for camping,3,20,0.15
C,van,can be converted into a camper,can be converted into a camper,1,20,0.05
C,van,can be equipped with seats or benches,can be equipped with seats or benches,1,20,0.05
C,van,can be painted in company colors,can be painted in company colors,1,20,0.05
C,van,can be rented for moving,can be rented for moving,2,20,0.1
C,van,can be used as a mobile business,can be used as a mobile business,1,20,0.05
C,van,can be used as a mobile home,can be used as a mobile home,2,20,0.1
C,van,can be used as a mobile office,can be used as a mobile office,1,20,0.05
C,van,can be used for camping,can be used for camping,2,20,0.1
C,van,can carry cargo,can carry cargo,1,20,0.05
C,van,can carry multiple people,can carry multiple people,10,20,0.5
C,van,can have a high roof,can have a high roof,1,20,0.05
C,van,can have seats removed,can have seats removed,3,20,0.15
C,van,can have windows or be windowless,can have windows or be windowless,1,20,0.05
C,van,can seat multiple people,can seat multiple people,9,20,0.45
C,van,comes in different sizes,comes in different sizes,1,20,0.05
C,van,comes in various sizes,comes in various sizes,3,20,0.15
C,van,commonly seen in cities,commonly seen in cities,1,20,0.05
C,van,commonly seen on roads,commonly seen on roads,1,20,0.05
C,van,commonly used by tradespeople,commonly used by tradespeople,2,20,0.1
C,van,driven by a driver,driven by a driver,1,20,0.05
C,van,driven by delivery drivers,driven by delivery drivers,2,20,0.1
C,van,driven by delivery services,driven by delivery services,1,20,0.05
C,van,driven for work or personal use,driven for work or personal use,1,20,0.05
C,van,driven like a car,driven like a car,1,20,0.05
C,van,driven on roads,driven on roads,6,20,0.3
C,van,has a boxy shape,has a boxy shape,2,20,0.1
C,van,has a cargo area,has a cargo area,5,20,0.25
C,van,has a strong engine,has a strong engine,1,20,0.05
C,van,has cargo space,has cargo space,1,20,0.05
C,van,has high ground clearance,has high ground clearance,1,20,0.05
C,van,has rear doors that open wide,has rear doors that open wide,2,20,0.1
C,van,has sliding doors,has sliding doors,16,20,0.8
C,van,has sliding side door,has sliding side door,1,20,0.05
C,van,has sliding side doors,has sliding side doors,2,20,0.1
C,van,higher than a car,higher than a car,3,20,0.15
C,van,large vehicle,large vehicle,20,20,1.0
C,van,may have a cargo area,may have a cargo area,1,20,0.05
C,van,may have a logo painted on the side,may have a logo painted on the side,1,20,0.05
C,van,may have a raised roof,may have a raised roof,1,20,0.05
C,van,may have cargo space,may have cargo space,1,20,0.05
C,van,may have company logos,may have company logos,3,20,0.15
C,van,may have company logos painted on,may have company logos painted on,1,20,0.05
C,van,may have tinted windows,may have tinted windows,1,20,0.05
C,van,may have windows on the sides,may have windows on the sides,1,20,0.05
C,van,often has a commercial logo,often has a commercial logo,1,20,0.05
C,van,often has company logos painted on,often has company logos painted on,1,20,0.05
C,van,often has sliding doors,often has sliding doors,1,20,0.05
C,van,often has tinted windows,often has tinted windows,1,20,0.05
C,van,often painted in company colors,often painted in company colors,2,20,0.1
C,van,often painted white,often painted white,1,20,0.05
C,van,often painted white or gray,often painted white or gray,1,20,0.05
C,van,often seen in commercial settings,often seen in commercial settings,1,20,0.05
C,van,often seen on commercial streets,often seen on commercial streets,2,20,0.1
C,van,often seen on construction sites,often seen on construction sites,1,20,0.05
C,van,often seen on delivery routes,often seen on delivery routes,2,20,0.1
C,van,often seen on roads,often seen on roads,1,20,0.05
C,van,often used by businesses,often used by businesses,5,20,0.25
C,van,often used for cargo,often used for cargo,1,20,0.05
C,van,often used for deliveries,often used for deliveries,3,20,0.15
C,van,often used for moving furniture,often used for moving furniture,2,20,0.1
C,van,sometimes used as a mobile home,sometimes used as a mobile home,2,20,0.1
C,van,sometimes used as a mobile office,sometimes used as a mobile office,1,20,0.05
C,van,sometimes used for camping,sometimes used for camping,1,20,0.05
C,van,sometimes used for deliveries,sometimes used for deliveries,1,20,0.05
C,van,sometimes used for families,sometimes used for families,1,20,0.05
C,van,sometimes used for family trips,sometimes used for family trips,1,20,0.05
C,van,used by businesses for deliveries,used by businesses for deliveries,1,20,0.05
C,van,used by delivery services,used by delivery services,1,20,0.05
C,van,used for camping trips,used for camping trips,1,20,0.05
C,van,used for moving furniture,used for moving furniture,3,20,0.15
C,van,used for transport,used for transport,8,20,0.4
C,van,used for transportation,used for transportation,4,20,0.2
C,van,used for transporting goods,used for transporting goods,8,20,0.4
C,van,usually has a cargo area,usually has a cargo area,7,20,0.35
C,van,usually has a high roof,usually has a high roof,8,20,0.4
C,van,usually has a higher roof,usually has a higher roof,2,20,0.1
C,van,usually has high roof,usually has high roof,1,20,0.05
C,violin,associated with classical music,associated with classical music,1,20,0.05
C,violin,can be played solo,can be played solo,14,20,0.7
C,violin,can be played solo or in ensembles,can be played solo or in ensembles,6,20,0.3
C,violin,common in orchestras,common in orchestras,1,20,0.05
C,violin,has a fingerboard,has a fingerboard,2,20,0.1
C,violin,has a hollow body,has a hollow body,17,20,0.85
C,violin,has a scroll at the top,has a scroll at the top,7,20,0.35
C,violin,has an hourglass shape,has an hourglass shape,3,20,0.15
C,violin,has an s-shaped scroll,has an S-shaped scroll,9,20,0.45
C,violin,has f-holes for sound projection,has f-holes for sound projection,1,20,0.05
C,violin,has f-holes on the body,has f-holes on the body,1,20,0.05
C,violin,has four strings,has four strings,20,20,1.0
C,violin,held under the chin,held under the chin,5,20,0.25
C,violin,made of wood,made of wood,20,20,1.0
C,violin,often associated with classical music,often associated with classical music,4,20,0.2
C,violin,often has a scroll at the top,often has a scroll at the top,3,20,0.15
C,violin,often has a varnished finish,often has a varnished finish,1,20,0.05
C,violin,often used in classical music,often used in classical music,1,20,0.05
C,violin,often used in orchestras,often used in orchestras,5,20,0.25
C,violin,often varnished,often varnished,2,20,0.1
C,violin,played with a bow,played with a bow,20,20,1.0
C,violin,produces high-pitched sounds,produces high-pitched sounds,20,20,1.0
C,violin,requires finger placement on the neck,requires finger placement on the neck,1,20,0.05
C,violin,requires tuning,requires tuning,8,20,0.4
C,violin,requires tuning before playing,requires tuning before playing,4,20,0.2
C,violin,rests on the shoulder,rests on the shoulder,1,20,0.05
C,violin,tuned in fifths,tuned in fifths,4,20,0.2
C,violin,tuned in perfect fifths,tuned in perfect fifths,3,20,0.15
C,violin,used in classical music,used in classical music,1,20,0.05
C,violin,used in orchestras,used in orchestras,14,20,0.7
C,violin,used in various music genres,used in various music genres,1,20,0.05
C,viper,aggressive behavior,aggressive behavior,1,20,0.05
C,viper,camouflaged scales,camouflaged scales,10,20,0.5
C,viper,camouflages well in its environment,camouflages well in its environment,4,20,0.2
C,viper,can be camouflaged in its environment,can be camouflaged in its environment,1,20,0.05
C,viper,can be dangerous to humans,can be dangerous to humans,3,20,0.15
C,viper,can be found in various habitats,can be found in various habitats,7,20,0.35
C,viper,can be highly dangerous,can be highly dangerous,1,20,0.05
C,viper,can be highly dangerous to humans,can be highly dangerous to humans,2,20,0.1
C,viper,can camouflage in its environment,can camouflage in its environment,1,20,0.05
C,viper,can strike quickly,can strike quickly,1,20,0.05
C,viper,can vary in color and pattern,can vary in color and pattern,1,20,0.05
C,viper,coiled posture,coiled posture,2,20,0.1
C,viper,constricts prey,constricts prey,3,20,0.15
C,viper,dangerous to humans,dangerous to humans,2,20,0.1
C,viper,eats small mammals,eats small mammals,1,20,0.05
C,viper,fast strike,fast strike,1,20,0.05
C,viper,feared by many,feared by many,1,20,0.05
C,viper,found in various habitats,found in various habitats,1,20,0.05
C,viper,has a distinctive hiss,has a distinctive hiss,1,20,0.05
C,viper,has a hissing sound,has a hissing sound,1,20,0.05
C,viper,has a triangular head,has a triangular head,4,20,0.2
C,viper,has heat-sensing pits,has heat-sensing pits,2,20,0.1
C,viper,has keen senses,has keen senses,1,20,0.05
C,viper,has venomous fangs,has venomous fangs,10,20,0.5
C,viper,heat-sensing pits,heat-sensing pits,10,20,0.5
C,viper,hisses as a warning,hisses as a warning,2,20,0.1
C,viper,hisses loudly,hisses loudly,1,20,0.05
C,viper,hisses when threatened,hisses when threatened,7,20,0.35
C,viper,hissing sound,hissing sound,2,20,0.1
C,viper,hunts at night,hunts at night,1,20,0.05
C,viper,is a predator of small animals,is a predator of small animals,2,20,0.1
C,viper,is a predator of small mammals and birds,is a predator of small mammals and birds,1,20,0.05
C,viper,is cold-blooded,is cold-blooded,4,20,0.2
C,viper,is often associated with danger,is often associated with danger,2,20,0.1
C,viper,is often feared,is often feared,2,20,0.1
C,viper,is often feared and misunderstood,is often feared and misunderstood,2,20,0.1
C,viper,is often feared by humans,is often feared by humans,2,20,0.1
C,viper,"is often found in dry, rocky areas","is often found in dry, rocky areas",1,20,0.05
C,viper,is often found in warm climates,is often found in warm climates,1,20,0.05
C,viper,lays eggs,lays eggs,9,20,0.45
C,viper,lays eggs or gives birth to live young,lays eggs or gives birth to live young,2,20,0.1
C,viper,lays eggs or gives live birth,lays eggs or gives live birth,6,20,0.3
C,viper,lays eggs or gives live birth depending on species,lays eggs or gives live birth depending on species,2,20,0.1
C,viper,lives in forests,lives in forests,3,20,0.15
C,viper,lives in various habitats,lives in various habitats,7,20,0.35
C,viper,may have a distinctive rattle,may have a distinctive rattle,2,20,0.1
C,viper,often feared by humans,often feared by humans,1,20,0.05
C,viper,often has a triangular head,often has a triangular head,6,20,0.3
C,viper,predatory hunter,predatory hunter,1,20,0.05
C,viper,rapid strike,rapid strike,2,20,0.1
C,viper,rattlesnake relative,rattlesnake relative,2,20,0.1
C,viper,rattling tail,rattling tail,2,20,0.1
C,viper,sharp fangs,sharp fangs,10,20,0.5
C,viper,slimy skin,slimy skin,4,20,0.2
C,viper,slithers on the ground,slithers on the ground,10,20,0.5
C,viper,some species are highly dangerous to humans,some species are highly dangerous to humans,1,20,0.05
C,viper,some species have heat-sensing pits,some species have heat-sensing pits,3,20,0.15
C,viper,strikes quickly,strikes quickly,1,20,0.05
C,viper,strikes quickly to inject venom,strikes quickly to inject venom,1,20,0.05
C,viper,striking quickly,striking quickly,5,20,0.25
C,viper,triangular head,triangular head,4,20,0.2
C,viper,used in some traditional medicines,used in some traditional medicines,1,20,0.05
C,viper,uses heat-sensing pits to detect prey,uses heat-sensing pits to detect prey,2,20,0.1
C,viper,uses heat-sensing pits to locate prey,uses heat-sensing pits to locate prey,1,20,0.05
C,viper,venomous snake,venomous snake,10,20,0.5
C,vulture,associated with death,associated with death,5,20,0.25
C,vulture,associated with deserts,associated with deserts,4,20,0.2
C,vulture,bald head,bald head,11,20,0.55
C,vulture,bald head and neck,bald head and neck,2,20,0.1
C,vulture,can soar for long periods,can soar for long periods,2,20,0.1
C,vulture,can survive in harsh environments,can survive in harsh environments,2,20,0.1
C,vulture,dark feathers,dark feathers,15,20,0.75
C,vulture,eats carrion,eats carrion,12,20,0.6
C,vulture,eats dead animals,eats dead animals,1,20,0.05
C,vulture,emits a hissing sound,emits a hissing sound,4,20,0.2
C,vulture,emits a strong odor,emits a strong odor,2,20,0.1
C,vulture,feeds on carrion,feeds on carrion,2,20,0.1
C,vulture,feeds on dead animals,feeds on dead animals,1,20,0.05
C,vulture,flies high in the sky,flies high in the sky,3,20,0.15
C,vulture,flies with wings spread wide,flies with wings spread wide,2,20,0.1
C,vulture,found in deserts,found in deserts,6,20,0.3
C,vulture,found in deserts and grasslands,found in deserts and grasslands,1,20,0.05
C,vulture,found in open areas,found in open areas,1,20,0.05
C,vulture,found in open country,found in open country,4,20,0.2
C,vulture,group called a committee,group called a committee,1,20,0.05
C,vulture,has a bald head,has a bald head,7,20,0.35
C,vulture,has a hooked beak,has a hooked beak,3,20,0.15
C,vulture,has a strong sense of smell,has a strong sense of smell,3,20,0.15
C,vulture,has broad wings,has broad wings,1,20,0.05
C,vulture,has dark feathers,has dark feathers,2,20,0.1
C,vulture,has keen eyesight,has keen eyesight,1,20,0.05
C,vulture,is a bird of prey,is a bird of prey,1,20,0.05
C,vulture,large bird of prey,large bird of prey,13,20,0.65
C,vulture,large wingspan,large wingspan,2,20,0.1
C,vulture,lays eggs,lays eggs,5,20,0.25
C,vulture,lays eggs in nests on cliffs,lays eggs in nests on cliffs,2,20,0.1
C,vulture,lives in arid regions,lives in arid regions,1,20,0.05
C,vulture,"lives in dry, open areas","lives in dry, open areas",1,20,0.05
C,vulture,lives in open areas,lives in open areas,1,20,0.05
C,vulture,lives in open country,lives in open country,1,20,0.05
C,vulture,makes little noise,makes little noise,2,20,0.1
C,vulture,makes little sound,makes little sound,1,20,0.05
C,vulture,often found in groups,often found in groups,2,20,0.1
C,vulture,often seen in groups,often seen in groups,17,20,0.85
C,vulture,scavenges dead animals,scavenges dead animals,3,20,0.15
C,vulture,scavenges for food,scavenges for food,5,20,0.25
C,vulture,sharp beak,sharp beak,2,20,0.1
C,vulture,sharp curved beak,sharp curved beak,15,20,0.75
C,vulture,soars in the sky,soars in the sky,5,20,0.25
C,vulture,soars on thermal currents,soars on thermal currents,1,20,0.05
C,vulture,soars on thermals,soars on thermals,9,20,0.45
C,vulture,strong sense of smell,strong sense of smell,6,20,0.3
C,vulture,strong talons,strong talons,1,20,0.05
C,vulture,symbolizes death,symbolizes death,2,20,0.1
C,vulture,symbolizes death in some cultures,symbolizes death in some cultures,2,20,0.1
C,vulture,used in ecological cleanup,used in ecological cleanup,2,20,0.1
C,wasp,aggressive when threatened,aggressive when threatened,1,20,0.05
C,wasp,attracted to sweet foods,attracted to sweet foods,4,20,0.2
C,wasp,attracted to sweet things,attracted to sweet things,5,20,0.25
C,wasp,black and yellow stripes,black and yellow stripes,1,20,0.05
C,wasp,builds nests,builds nests,1,20,0.05
C,wasp,builds paper nests,builds paper nests,11,20,0.55
C,wasp,builds paper-like nests,builds paper-like nests,3,20,0.15
C,wasp,builds papery nests,builds papery nests,1,20,0.05
C,wasp,buzzes,buzzes,1,20,0.05
C,wasp,buzzes loudly when flying,buzzes loudly when flying,1,20,0.05
C,wasp,buzzing sound,buzzing sound,8,20,0.4
C,wasp,can be aggressive,can be aggressive,9,20,0.45
C,wasp,can be aggressive around food,can be aggressive around food,2,20,0.1
C,wasp,can be aggressive if provoked,can be aggressive if provoked,3,20,0.15
C,wasp,can be aggressive if threatened,can be aggressive if threatened,2,20,0.1
C,wasp,can be aggressive near food,can be aggressive near food,1,20,0.05
C,wasp,can be aggressive when threatened,can be aggressive when threatened,1,20,0.05
C,wasp,can cause allergic reactions,can cause allergic reactions,1,20,0.05
C,wasp,can fly,can fly,1,20,0.05
C,wasp,can sting,can sting,1,20,0.05
C,wasp,can sting multiple times,can sting multiple times,2,20,0.1
C,wasp,eats insects,eats insects,6,20,0.3
C,wasp,eats insects and nectar,eats insects and nectar,1,20,0.05
C,wasp,eats nectar and insects,eats nectar and insects,4,20,0.2
C,wasp,eats nectar and other insects,eats nectar and other insects,1,20,0.05
C,wasp,feeds on nectar and insects,feeds on nectar and insects,2,20,0.1
C,wasp,flies,flies,4,20,0.2
C,wasp,flies during the day,flies during the day,1,20,0.05
C,wasp,flies quickly,flies quickly,1,20,0.05
C,wasp,flies quickly and erratically,flies quickly and erratically,2,20,0.1
C,wasp,flies using wings,flies using wings,1,20,0.05
C,wasp,flies with a buzzing sound,flies with a buzzing sound,3,20,0.15
C,wasp,flies with transparent wings,flies with transparent wings,1,20,0.05
C,wasp,flying insect,flying insect,1,20,0.05
C,wasp,found in gardens,found in gardens,2,20,0.1
C,wasp,has a narrow waist,has a narrow waist,8,20,0.4
C,wasp,has a slender waist,has a slender waist,1,20,0.05
