word_key,word_forms,n_occurrences,n_sources,roles,appears_as_critical_distractor,appears_as_list_word,source_papers,datasets,critical_distractor_for_lists,list_word_in_lists,associated_critical_items_when_list_word,mean_item_log_frequency_available,mean_item_BAS_to_critical_available,mean_item_FAS_from_critical_available,occurrences_json
snore,Snore; snore,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::approval; roediger2001_55::sleep,approval; sleep,1.044539046188035,0.439,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::approval"", ""critical_item"": ""Approval"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sleep"", ""critical_item"": ""sleep"", ""role"": ""list_word"", ""position"": ""T11""}]"
snow,snow,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::beautiful; roediger2001_55::cold,beautiful; cold,3.20411998265592,0.0995,0.0165,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::beautiful"", ""critical_item"": ""beautiful"", ""role"": ""list_word"", ""position"": ""T11""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cold"", ""critical_item"": ""cold"", ""role"": ""list_word"", ""position"": ""T2""}]"
soccer,soccer,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::foot,foot,2.80685802951882,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::foot"", ""critical_item"": ""foot"", ""role"": ""list_word"", ""position"": ""T6""}]"
sock,sock,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::foot,foot,2.66181268553726,0.172,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::foot"", ""critical_item"": ""foot"", ""role"": ""list_word"", ""position"": ""T13""}]"
soda,soda,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::sweet,sweet,3.00560944536028,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sweet"", ""critical_item"": ""sweet"", ""role"": ""list_word"", ""position"": ""T10""}]"
sofa,sofa,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::chair,chair,2.47712125471966,0.132,0.077,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::chair"", ""critical_item"": ""chair"", ""role"": ""list_word"", ""position"": ""T8""}]"
soft,Soft; soft,3,2,critical_distractor; list_word,True,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,brainerd2020_120::soft; roediger2001_55::soft,roediger2001_55::carpet,carpet,2.8055013681309333,0.0,0.062,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::soft"", ""critical_item"": ""Soft"", ""role"": ""critical_distractor"", ""position"": ""CD""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::carpet"", ""critical_item"": ""carpet"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::soft"", ""critical_item"": ""soft"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
soil,Soil,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::ground,ground,1.7,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::ground"", ""critical_item"": ""Ground"", ""role"": ""list_word"", ""position"": ""T4""}]"
soldier,Soldier; soldier,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::army; roediger2001_55::army; roediger2001_55::command,army; command,2.4489896220796803,0.1435,0.0135,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::army"", ""critical_item"": ""Army"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::army"", ""critical_item"": ""army"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::command"", ""critical_item"": ""command"", ""role"": ""list_word"", ""position"": ""T12""}]"
soles,soles,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::rubber,rubber,1.68124123737559,0.0,0.041,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::rubber"", ""critical_item"": ""rubber"", ""role"": ""list_word"", ""position"": ""T10""}]"
solid,Solid,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::rock,rock,1.58,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::rock"", ""critical_item"": ""Rock"", ""role"": ""list_word"", ""position"": ""T3""}]"
solution,Solution,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::answer,answer,1.61,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::answer"", ""critical_item"": ""Answer"", ""role"": ""list_word"", ""position"": ""T1""}]"
song,Song; song,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::unusual; roediger2001_55::whistle,unusual; whistle,2.769668515260395,0.0,0.127,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::unusual"", ""critical_item"": ""Unusual"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whistle"", ""critical_item"": ""whistle"", ""role"": ""list_word"", ""position"": ""T9""}]"
sorrow,sorrow,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::trouble,trouble,2.54530711646582,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::trouble"", ""critical_item"": ""trouble"", ""role"": ""list_word"", ""position"": ""T5""}]"
sorry,Sorry,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::sorry,,,2.04,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::sorry"", ""critical_item"": ""Sorry"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
soul,Soul,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::plan,plan,2.22,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::plan"", ""critical_item"": ""Plan"", ""role"": ""list_word"", ""position"": ""T2""}]"
sound,sound,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::music; roediger2001_55::whistle,music; whistle,3.86415495600203,0.1025,0.01,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::music"", ""critical_item"": ""music"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whistle"", ""critical_item"": ""whistle"", ""role"": ""list_word"", ""position"": ""T7""}]"
soup,soup,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cabbage; roediger2001_55::cup,cabbage; cup,3.1092409685882,0.0,0.038,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cabbage"", ""critical_item"": ""cabbage"", ""role"": ""list_word"", ""position"": ""T15""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cup"", ""critical_item"": ""cup"", ""role"": ""list_word"", ""position"": ""T11""}]"
sour,Sour; sour,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::sweet; roediger2001_55::bitter; roediger2001_55::sweet,bitter; sweet,1.9494775093841732,0.26,0.313,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::sweet"", ""critical_item"": ""Sweet"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::bitter"", ""critical_item"": ""bitter"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::sweet"", ""critical_item"": ""sweet"", ""role"": ""list_word"", ""position"": ""T1""}]"
span,Span,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::drug,drug,0.87,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::drug"", ""critical_item"": ""Drug"", ""role"": ""list_word"", ""position"": ""T3""}]"
speak,Speak,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::language,language,2.31,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::language"", ""critical_item"": ""Language"", ""role"": ""list_word"", ""position"": ""T2""}]"
speech,Speech,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::language,language,1.97,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::language"", ""critical_item"": ""Language"", ""role"": ""list_word"", ""position"": ""T1""}]"
speed,Speed; speed,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::fast; roediger2001_55::slow,fast; slow,2.566626050085845,0.061,0.014,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::fast"", ""critical_item"": ""Fast"", ""role"": ""list_word"", ""position"": ""T1""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::slow"", ""critical_item"": ""slow"", ""role"": ""list_word"", ""position"": ""T11""}]"
spend,Spend,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::parent,parent,1.76,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::parent"", ""critical_item"": ""Parent"", ""role"": ""list_word"", ""position"": ""T4""}]"
spider,spider,1,1,critical_distractor,True,False,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,roediger2001_55::spider,,,2.71264970162721,,,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::spider"", ""critical_item"": ""spider"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
spill,Spill,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::oil,oil,0.53,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::oil"", ""critical_item"": ""Oil"", ""role"": ""list_word"", ""position"": ""T4""}]"
springy,springy,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::rubber,rubber,0.778151250383644,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::rubber"", ""critical_item"": ""rubber"", ""role"": ""list_word"", ""position"": ""T7""}]"
spy,Spy,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::peace,peace,1.1,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::peace"", ""critical_item"": ""Peace"", ""role"": ""list_word"", ""position"": ""T4""}]"
square,Square,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::square,,,1.91,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::square"", ""critical_item"": ""Square"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
stain,stain,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::smoke,smoke,2.50105926221775,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::smoke"", ""critical_item"": ""smoke"", ""role"": ""list_word"", ""position"": ""T15""}]"
stand,stand,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::lamp,lamp,4.06209289263017,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::lamp"", ""critical_item"": ""lamp"", ""role"": ""list_word"", ""position"": ""T15""}]"
star,star,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::wish,wish,3.61804809671209,0.045,0.126,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::wish"", ""critical_item"": ""wish"", ""role"": ""list_word"", ""position"": ""T7""}]"
stars,stars,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::flag,flag,3.37180645850742,0.0,0.048,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::flag"", ""critical_item"": ""flag"", ""role"": ""list_word"", ""position"": ""T4""}]"
state,state,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::city,city,,0.117,0.132,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::city"", ""critical_item"": ""city"", ""role"": ""list_word"", ""position"": ""T3""}]"
statement,Statement,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::comment,comment,2.04,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::comment"", ""critical_item"": ""Comment"", ""role"": ""list_word"", ""position"": ""T3""}]"
station,Station,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::cover,cover,1.95,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::cover"", ""critical_item"": ""Cover"", ""role"": ""list_word"", ""position"": ""T3""}]"
steak,steak,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::mutton,mutton,2.91855453055027,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::mutton"", ""critical_item"": ""mutton"", ""role"": ""list_word"", ""position"": ""T15""}]"
steal,steal,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::thief,thief,3.43472854177976,0.089,0.388,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::thief"", ""critical_item"": ""thief"", ""role"": ""list_word"", ""position"": ""T1""}]"
steep,Steep; steep,2,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::hill; roediger2001_55::mountain,hill; mountain,1.7201852725587798,0.061,0.0,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::hill"", ""critical_item"": ""Hill"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::mountain"", ""critical_item"": ""mountain"", ""role"": ""list_word"", ""position"": ""T14""}]"
steeple,Steeple,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::science,science,0.38,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::science"", ""critical_item"": ""Science"", ""role"": ""list_word"", ""position"": ""T2""}]"
stein,stein,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cup,cup,2.19312459835446,0.014,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cup"", ""critical_item"": ""cup"", ""role"": ""list_word"", ""position"": ""T12""}]"
stem,Stem,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::branch,branch,1.13,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::branch"", ""critical_item"": ""Branch"", ""role"": ""list_word"", ""position"": ""T4""}]"
stench,stench,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::smell,smell,2.05690485133647,0.562,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::smell"", ""critical_item"": ""smell"", ""role"": ""list_word"", ""position"": ""T11""}]"
step,Step,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::foot,foot,2.05,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::foot"", ""critical_item"": ""Foot"", ""role"": ""list_word"", ""position"": ""T3""}]"
stethoscope,stethoscope,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::doctor,doctor,1.69019608002851,0.52,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::doctor"", ""critical_item"": ""doctor"", ""role"": ""list_word"", ""position"": ""T12""}]"
stew,stew,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::mutton,mutton,2.51719589794997,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::mutton"", ""critical_item"": ""mutton"", ""role"": ""list_word"", ""position"": ""T12""}]"
stick,Stick,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::branch,branch,1.72,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::branch"", ""critical_item"": ""Branch"", ""role"": ""list_word"", ""position"": ""T3""}]"
still,Still,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::move,move,2.91,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::move"", ""critical_item"": ""Move"", ""role"": ""list_word"", ""position"": ""T4""}]"
stink,stink,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::smoke,smoke,2.82865989653532,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::smoke"", ""critical_item"": ""smoke"", ""role"": ""list_word"", ""position"": ""T11""}]"
stomach,stomach,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::butterfly,butterfly,3.23704079137919,0.0,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::butterfly"", ""critical_item"": ""butterfly"", ""role"": ""list_word"", ""position"": ""T14""}]"
stone,Stone,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::rock,rock,2.08,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::rock"", ""critical_item"": ""Rock"", ""role"": ""list_word"", ""position"": ""T2""}]"
stool,stool,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::chair,chair,2.25527250510331,0.32,0.032,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::chair"", ""critical_item"": ""chair"", ""role"": ""list_word"", ""position"": ""T12""}]"
stop,stop,2,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::slow; roediger2001_55::whistle,slow; whistle,4.55717022229851,0.0,0.033,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::slow"", ""critical_item"": ""slow"", ""role"": ""list_word"", ""position"": ""T3""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::whistle"", ""critical_item"": ""whistle"", ""role"": ""list_word"", ""position"": ""T1""}]"
store,Store,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::buy,buy,1.75,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::buy"", ""critical_item"": ""Buy"", ""role"": ""list_word"", ""position"": ""T1""}]"
storm,Storm,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::task,task,1.72,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::task"", ""critical_item"": ""Task"", ""role"": ""list_word"", ""position"": ""T2""}]"
stove,stove,1,1,critical_distractor,True,False,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,roediger2001_55::stove,,,2.58883172559421,,,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::stove"", ""critical_item"": ""stove"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
straight,Straight,1,1,critical_distractor,True,False,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,brainerd2020_120::straight,,,2.08,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::straight"", ""critical_item"": ""Straight"", ""role"": ""critical_distractor"", ""position"": ""CD""}]"
strain,Strain,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::stress,stress,1.48,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::stress"", ""critical_item"": ""Stress"", ""role"": ""list_word"", ""position"": ""T4""}]"
strange,Strange,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::hair,hair,1.32,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::hair"", ""critical_item"": ""Hair"", ""role"": ""list_word"", ""position"": ""T3""}]"
strategy,Strategy,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::bag,bag,1.45,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::bag"", ""critical_item"": ""Bag"", ""role"": ""list_word"", ""position"": ""T4""}]"
straw,straw,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::cup,cup,2.50379068305718,0.029,0.0,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::cup"", ""critical_item"": ""cup"", ""role"": ""list_word"", ""position"": ""T9""}]"
stream,Stream; stream,3,2,list_word,False,True,"Brainerd, Chang, & Bialer (2020); Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Brainerd2020_120_4word_lists; Roediger2001_55_15word_lists,,brainerd2020_120::river; roediger2001_55::river; roediger2001_55::swift,river; swift,2.201920910938035,0.1605,0.059,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::river"", ""critical_item"": ""River"", ""role"": ""list_word"", ""position"": ""T4""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::river"", ""critical_item"": ""river"", ""role"": ""list_word"", ""position"": ""T2""}, {""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::swift"", ""critical_item"": ""swift"", ""role"": ""list_word"", ""position"": ""T7""}]"
streets,streets,1,1,list_word,False,True,"Roediger et al. (2001) 55-list DRM pool, augmented with uploaded 2024 supplementary workbook metrics",Roediger2001_55_15word_lists,,roediger2001_55::city,city,,0.054,0.046,"[{""dataset"": ""Roediger2001_55_15word_lists"", ""list_id"": ""roediger2001_55::city"", ""critical_item"": ""city"", ""role"": ""list_word"", ""position"": ""T5""}]"
strength,Strength,1,1,list_word,False,True,"Brainerd, Chang, & Bialer (2020)",Brainerd2020_120_4word_lists,,brainerd2020_120::soft,soft,2.04,,,"[{""dataset"": ""Brainerd2020_120_4word_lists"", ""list_id"": ""brainerd2020_120::soft"", ""critical_item"": ""Soft"", ""role"": ""list_word"", ""position"": ""T2""}]"
