candidate_index,candidate_id,canonical_feature_text,member_phrases,fixed_v3_1_b_cluster_id,fixed_v3_1_b_order,normalization_version,merge_review_status,fixed_v3_1_b_inventory_hash,source_words,source_prompt_families,source_models,source_rounds,source_ids,n_independent_responses,n_source_words,n_source_models,candidate_inventory_hash
100,v4_806b6a5afc99d46d,eats plants,"[""eats plants""]",B_90bf7f77d8f6,100,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""beetle"", ""cricket"", ""deer"", ""dromedary"", ""elephant"", ""grasshopper"", ""hippopotamus"", ""iguana"", ""kangaroo"", ""ostrich"", ""rabbit"", ""rhinoceros"", ""swan"", ""tortoise""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",343,14,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
101,v4_27b42360c4852d20,jumps,"[""can jump"", ""jumping"", ""jumps""]",B_92b77b94e173,101,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""carp"", ""cat"", ""frog"", ""grasshopper"", ""spider"", ""squirrel"", ""toad""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",114,7,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
102,v4_a661e8eded9ef5f6,may have pockets,"[""may have pockets""]",B_933a47028da7,102,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""blouse"", ""coat"", ""dress"", ""pants"", ""pullover"", ""pyjamas"", ""shirt"", ""shorts"", ""skirt"", ""tracksuit""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""less_obvious_general"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",318,10,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
103,v4_353c50c55a621653,cold-blooded,"[""cold-blooded"", ""is cold-blooded""]",B_93e8ac324b7c,103,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""alligator"", ""blindworm"", ""butterfly"", ""caiman"", ""chameleon"", ""cobra"", ""cricket"", ""crocodile"", ""frog"", ""gecko"", ""herring"", ""iguana"", ""ladybug"", ""lizard"", ""monitor lizard"", ""python"", ""salamander"", ""salmon"", ""shark"", ""snake"", ""toad"", ""tortoise"", ""trout"", ""turtle"", ""viper""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",860,25,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
104,v4_dad75071b2ea269a,has doors that open and close,"[""has a door that opens and closes"", ""has doors that open and close""]",B_955cb75d89f9,104,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bus"", ""car"", ""fridge"", ""microwave oven"", ""oven"", ""subway train"", ""tram""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",315,7,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
105,v4_c2baf377b8955211,lays eggs in water,"[""laid eggs in water"", ""lay eggs in water"", ""lays eggs in water""]",B_96975afbf780,105,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""dragonfly"", ""frog"", ""horsefly"", ""mosquito"", ""salamander"", ""swan"", ""toad""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",534,7,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
106,v4_0bad4501eb351a44,green,"[""can be green"", ""green"", ""is green"", ""is often green"", ""often green""]",B_96df072ed5c0,106,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""caterpillar"", ""crocodile"", ""frog"", ""grasshopper"", ""iguana""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",84,5,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
107,v4_22cc89295d63ea60,builds nests,"[""builds nest"", ""builds nests"", ""nest building""]",B_98a7e89da782,107,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""ant"", ""dove"", ""robin"", ""sparrow"", ""stickleback"", ""swallow"", ""wasp""]","[""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",74,7,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
108,v4_f155695506ba08c7,round shape,"[""has a round shape"", ""has a rounded shape"", ""round shape""]",B_9902dd6b6390,108,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bowl"", ""bumblebee"", ""cymbals"", ""drum"", ""grinding disc"", ""hippopotamus"", ""ladybug"", ""plate"", ""pot"", ""tambourine""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",186,10,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
109,v4_195b939f77892f05,portable and easy to carry,"[""portable and easy to carry""]",B_99b9d976d0b2,109,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""accordion"", ""banjo"", ""bazooka"", ""dagger"", ""drum"", ""flute"", ""guitar"", ""harmonica"", ""kick scooter"", ""knife"", ""pan flute"", ""recorder"", ""scarf"", ""scooter"", ""skateboard"", ""slingshot"", ""tambourine""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""functional_affordance"", ""less_obvious_general""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",282,17,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
110,v4_5690a9cdadc7a5e6,has antennae,"[""antennae"", ""has antennae"", ""have antennae""]",B_9b096fef66f3,110,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bee"", ""beetle"", ""bumblebee"", ""butterfly"", ""caterpillar"", ""centipede"", ""cockroach"", ""cricket"", ""fly"", ""maybug"", ""moth""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",131,11,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
111,v4_ae88b2fa23d4f619,type of fish,"[""a type of fish"", ""can be a type of fish"", ""is a type of fish"", ""type of fish""]",B_9d8312dc5a67,111,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""carp"", ""cod"", ""eel"", ""flatfish"", ""goldfish"", ""herring"", ""pike"", ""plaice"", ""ray"", ""salmon"", ""sardine"", ""stickleback"", ""trout""]","[""A"", ""B"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",170,13,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
112,v4_74bed5504ff024cd,aggressive,"[""aggressive"", ""can be aggressive""]",B_9f3f8b85d4d3,112,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""alligator"", ""caiman"", ""cobra"", ""crocodile"", ""hippopotamus"", ""monitor lizard"", ""pike"", ""piranha"", ""rhinoceros"", ""rooster"", ""swan"", ""viper"", ""wasp"", ""zebra""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",188,14,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
113,v4_3ed132f62c9f41e2,has a spout,"[""has a spout""]",B_9feded76b7fe,113,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""electric kettle"", ""kettle"", ""oilcan"", ""percolator""]","[""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",106,4,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
114,v4_572559dd509b689c,has sleeves,"[""can have sleeves"", ""has sleeves""]",B_a0282389defe,114,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""blouse"", ""coat"", ""dress"", ""pullover"", ""shirt"", ""sweater"", ""t-shirt""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",223,7,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
115,v4_51e8ebad56aa84eb,is a bird,"[""a bird"", ""bird"", ""is a bird""]",B_a0a693533606,115,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""chicken"", ""crow"", ""cuckoo"", ""dove"", ""duck"", ""heron"", ""magpie"", ""ostrich"", ""owl"", ""parrot"", ""pelican"", ""penguin"", ""pheasant"", ""robin"", ""sparrow"", ""stork"", ""swallow"", ""swan"", ""turkey"", ""woodpecker""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",238,20,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
116,v4_11c7408ce7e4c612,carnivorous,"[""carnivore"", ""carnivorous""]",B_a36108aa206e,116,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""alligator"", ""bat"", ""caiman"", ""cobra"", ""crocodile"", ""dinosaur"", ""dolphin"", ""falcon"", ""fox"", ""lion"", ""owl"", ""piranha"", ""python"", ""tiger"", ""viper"", ""wolf""]","[""A"", ""B""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",140,16,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
117,v4_0da5540cc8e0f0ca,used in military operations,"[""is used in military operations"", ""often used in military operations"", ""used in military operations""]",B_a3d668474836,117,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bazooka"", ""grenade"", ""helicopter"", ""hovercraft"", ""jeep"", ""machine gun"", ""plane"", ""rifle"", ""submarine"", ""tank"", ""zeppelin""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""functional_affordance""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",428,11,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
118,v4_5f12538014eae7d4,long and thin,"[""is long and thin"", ""long and thin""]",B_a5547dcccba1,118,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""flute"", ""stick"", ""whip"", ""worm""]","[""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",70,4,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
119,v4_917cc6bba4e23669,makes chirping sounds,"[""can make chirping sounds"", ""make chirping sounds"", ""makes chirping sound"", ""makes chirping sounds""]",B_a85b0c6f00cc,119,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""beetle"", ""cricket"", ""gecko"", ""grasshopper"", ""hedgehog"", ""monkey"", ""parakeet"", ""squirrel"", ""swallow""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",252,9,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
120,v4_b2014f6b57523b84,used for meat,"[""is used for meat"", ""meat"", ""used for meat""]",B_a89fa3d414b0,120,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bison"", ""chicken"", ""cow"", ""llama"", ""pheasant"", ""pig"", ""sheep"", ""turkey""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",155,8,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
121,v4_f2b1c969291c62d4,made of wood,"[""can be made of wood"", ""is made of wood"", ""made of wood"", ""often made of wood"", ""usually made of wood""]",B_aae736af90c3,121,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bass guitar"", ""bassoon"", ""boat"", ""bow"", ""carriage"", ""cello"", ""club"", ""double bass"", ""drum"", ""fork"", ""guitar"", ""harp"", ""harpsichord"", ""piano"", ""pike"", ""skateboard"", ""slingshot"", ""spear"", ""spoon"", ""stick"", ""violin""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",566,21,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
122,v4_e15422e9a3f74bdc,used in cooking,"[""can be used in cooking"", ""often used in cooking"", ""used in cooking""]",B_b02f777ea42f,122,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""anchovy"", ""apron"", ""bowl"", ""chicken"", ""cod"", ""colander"", ""flatfish"", ""fork"", ""grater"", ""herring"", ""knife"", ""mixer"", ""oven"", ""pheasant"", ""sardine"", ""sieve"", ""sole"", ""spatula"", ""spoon"", ""squid"", ""swordfish"", ""teaspoon"", ""tongs"", ""whip"", ""whisk""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",407,25,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
123,v4_d3d5f0033438e533,can be customized,"[""can be customized"", ""customization""]",B_b6a40b6e9cd4,123,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""bat"", ""drum set"", ""knuckle dusters"", ""motorbike"", ""motorcycle"", ""pistol"", ""rifle"", ""shoes"", ""skateboard"", ""sole"", ""truck"", ""van""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",98,12,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
124,v4_5f2b450916b34b6d,engine,"[""engine"", ""has a engine"", ""has an engine"", ""has engines""]",B_b7b4ea4583ae,124,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""airplane"", ""car"", ""go-cart"", ""motorbike"", ""motorcycle"", ""plane"", ""train"", ""truck""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",135,8,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
125,v4_914c0b68a0618b25,has a tail,"[""has a tail"", ""tail""]",B_bc57346dc25e,125,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""airplane"", ""bat"", ""blackbird"", ""cat"", ""chicken"", ""cow"", ""deer"", ""dog"", ""elephant"", ""goldfish"", ""hamster"", ""horse"", ""lizard"", ""monkey"", ""mouse"", ""plane"", ""salamander"", ""sheep"", ""squirrel"", ""turtle"", ""zebra""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",516,21,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
126,v4_9f47fce9d8d06600,can be a pet,"[""can be a pet"", ""can be pet"", ""can be pets"", ""is a pet"", ""is often a pet"", ""often a pet"", ""pet""]",B_bf9e219a11de,126,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""cat"", ""chicken"", ""cricket"", ""dog"", ""duck"", ""frog"", ""goldfish"", ""hamster"", ""horse"", ""monkey"", ""mouse"", ""parakeet"", ""parrot"", ""pig"", ""python"", ""rabbit"", ""snake"", ""turtle""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",318,18,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
127,v4_5901d659c249fdb3,makes music,"[""makes music"", ""used for making music""]",B_c0231b080100,127,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""accordion"", ""drum set"", ""flute"", ""piano"", ""saxophone""]","[""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0""]",95,5,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
128,v4_6f569920d45b5442,intelligent,"[""can be intelligent"", ""intelligent"", ""is intelligent""]",B_c2fc197c72f9,128,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""dolphin"", ""elephant"", ""monkey"", ""orca"", ""pig"", ""squid"", ""wolf""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",83,7,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
129,v4_81200bcd8fe68a28,made of metal,"[""can be made of metal"", ""is made of metal"", ""is often made of metal"", ""made of metal"", ""often made of metal"", ""usually made of metal""]",B_c3c981bd603d,129,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""adjustable spanner"", ""airplane"", ""anvil"", ""axe"", ""bazooka"", ""bicycle"", ""can opener"", ""canon"", ""car"", ""cart"", ""chisel"", ""clamp"", ""colander"", ""crowbar"", ""cymbals"", ""dagger"", ""drill"", ""electric kettle"", ""file"", ""filling knife"", ""flute"", ""fork"", ""fridge"", ""go-cart"", ""grater"", ""grinding disc"", ""hammer"", ""kettle"", ""knife"", ""knuckle dusters"", ""level"", ""machine gun"", ""nail"", ""nutcracker"", ""oilcan"", ""oven"", ""pan"", ""percolator"", ""pickaxe"", ""pistol"", ""plane"", ""plough"", ""pot"", ""rocket"", ""saw"", ""saxophone"", ""scissors"", ""scooter"", ""screwdriver"", ""shovel"", ""sieve"", ""spoon"", ""stove"", ""submarine"", ""sword"", ""tank"", ""teaspoon"", ""tongs"", ""trailer"", ""train"", ""trombone"", ""truck"", ""trumpet"", ""wheelbarrow"", ""whisk"", ""wok"", ""wrench""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""perceptual_structural"", ""taxonomic_definitional""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",2579,67,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
130,v4_a9f322f3d8f1342e,come in different styles,"[""come in different styles"", ""comes in different styles""]",B_c47175ea6932,130,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""boots"", ""coat"", ""dress"", ""dungarees"", ""hat"", ""jeans"", ""knife"", ""panties"", ""pants"", ""pyjamas"", ""shoes"", ""skirt"", ""suit"", ""trailer""]","[""A"", ""B"", ""C"", ""first_to_mind""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",112,14,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
131,v4_311cd4ef55019218,fast runner,"[""fast runner""]",B_c55aa2126ef2,131,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""cockroach"", ""deer"", ""fox"", ""lion"", ""ostrich"", ""rabbit"", ""tiger"", ""wolf""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",144,8,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
132,v4_2bfd8c64f556e325,found in cold waters,"[""found in cold waters"", ""often found in cold waters""]",B_c581f2511af6,132,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""cod"", ""herring"", ""orca"", ""salmon""]","[""A"", ""B"", ""C""]","[""Qwen2.5-72B-Instruct""]","[""0""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0""]",74,4,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
133,v4_861afa04503e95ec,can be decorative,"[""can be decorated"", ""can be decorative"", ""can be used for decoration"", ""can have decorations"", ""often decorated"", ""often decorative""]",B_c5878c7087a6,133,v4-proposition-exact-1,imported_locked_v3_1_b,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f,"[""accordion"", ""apron"", ""axe"", ""beanie"", ""belt"", ""boots"", ""bottle"", ""bow"", ""bowl"", ""bra"", ""cap"", ""club"", ""colander"", ""dagger"", ""drum"", ""filling knife"", ""fork"", ""hammer"", ""hat"", ""kettle"", ""knife"", ""knuckle dusters"", ""mittens"", ""mug"", ""nail"", ""nutcracker"", ""pan flute"", ""panties"", ""percolator"", ""pike"", ""pistol"", ""place mat"", ""plate"", ""scales"", ""scarf"", ""scissors"", ""shield"", ""sled"", ""socks"", ""spear"", ""spoon"", ""sword"", ""tambourine"", ""teaspoon"", ""tie"", ""toaster"", ""tongs"", ""top"", ""towel"", ""trumpet"", ""whip""]","[""A"", ""B"", ""C"", ""first_to_mind"", ""less_obvious_general""]","[""Qwen2.5-72B-Instruct""]","[""0"", ""1""]","[""v3_1_qwen2_5_72b_round0"", ""v3_qwen2_5_72b_round0"", ""v4_qwen2_5_72b_round1""]",1709,51,1,316113ab46aea52cf5dc03d32c1d7d50d30658a7a42d56b6d5ba6043616cc55f
