candidate_id,canonical_feature_text,human_feature,human_feature_retained,mapping_method
v4_8131cc43fdfa5921,slingshots can be used for target practice,,False,
v4_c45fbfe92a54fbe8,slingshots can launch pebbles or marbles,,False,
v4_953f6d31ef81f8ef,slingshots can launch various projectiles like stones or marbles,,False,
v4_d482934f436533ea,slingshots have been used for hunting and as toys for centuries,,False,
v4_7b14ceafcfc80432,slingshots have been used historically in warfare and conflict,,False,
v4_35727807145dc0b5,slingshots have been used in historical conflicts,,False,
v4_4efaea28c5c0c3a6,"slingshots have been used since ancient times, with early versions made from wood and animal sinew",,False,
v4_bb32d2c6931d02a0,slingshots were historically used in ancient warfare and by indigenous peoples,,False,
v4_47f13fa9b873e594,slip joint design,,False,
v4_534994917a26b300,slip-resistant backing,,False,
v4_c0856bdbf8d8d1b7,slip-resistant bottom,,False,
v4_6a8477e04b3e2f21,slip-resistant handle,,False,
v4_8e55dacf1149d0f1,slippers are a subtype intended for indoor use,,False,
v4_32c9f82ce964f711,slippery,,False,
v4_bc1d4ae9e1e2c47b,slippery skin,,False,
v4_f09f0cdce3d18b9a,slippery texture,,False,
v4_a0ab42cfc81b2a5a,slippery to touch,,False,
v4_7fa499c75ea6f279,slithering movement,,False,
v4_fccee4d2eeec99d5,slithers,,False,
v4_42031b8de5b4d567,slithers like a snake,,False,
v4_ac65083f7da7f621,slithers on the ground,,False,
v4_fbd9e0c6229ffd5b,sloped surfaces to deflect projectiles,,False,
v4_f1d5a0009934164c,slotted head for turning bolts,,False,
v4_06ab9d099cd5c491,slotted or phillips head,,False,
v4_a0134aa031909ad2,slotted or phillips tip,,False,
v4_00b824a083eb5808,slotted tip,,False,
v4_8492a14f3b70ec45,slow and gentle movement through the air,,False,
v4_6bf2a449691ee1e9,slow and graceful movement in the air,,False,
v4_70157240cba64c8d,slow growth rate,,False,
v4_68dbfe70cc64b500,slow metabolic rate,,False,
v4_b642662bf064cb94,slow movement,,False,
v4_6ced77820bc82d4c,slow movement pace,,False,
v4_e5bae769c9469d24,slow mover,,False,
v4_474a6f3de5fc002c,slow moving vehicle,,False,
v4_8276276a6d53fdad,slow respiratory rate,,False,
v4_d5dec069d381670b,"slow, graceful movements",,False,
v4_33c3315f9a8cb913,slow-moving,,False,
v4_20fa7567f5f1b660,slow-moving gait,,False,
v4_95e928b491b97d25,slow-moving with deliberate movements,,False,
v4_e0178d866315e9ae,"slow-moving with sturdy, elephantine legs",,False,
v4_7f4c1c9ff1370af5,slower than airplanes,,False,
v4_4c9eedd48d50dc5e,slower than airplanes but can carry more cargo,,False,
v4_5c7f0ed119bdfc5b,slower than trains,,False,
v4_8ea4ad0c1b25c32b,slower than trains but faster than buses,,False,
v4_21795aac67229ee5,sly,,False,
v4_980f14ca13da960f,sly and cunning,,False,
v4_02682951323a5fce,sly and cunning behavior,,False,
v4_30b43618df3a36e9,sly behavior,,False,
v4_aa3fac84ad9a8b0f,sly personality,,False,
v4_dc02fbe3f98c385a,small,,False,
v4_32d6790dee5d43ed,small and agile,,False,
v4_9317c948f6107a31,small and bony with a strong flavor,,False,
v4_5bcc14f6af318c09,small and compact,,False,
v4_a74775d104d50ebb,small and concealable,,False,
v4_e7fd6f1541fe9b32,small and easily concealed,,False,
v4_8ad91ba19ff586a3,small and easy to conceal,,False,
v4_3d046a2d7760edf2,small and elongated body,,False,
v4_868c04fe5295feb9,small and flat body,,False,
v4_b087a1635c4f9e30,small and handheld,,False,
v4_3a920ba8e9702754,small and hard to see,,False,
v4_5e314ceb138a6fe8,small and lightweight,,False,
v4_f322ce94e151befb,small and portable,,False,
v4_9615fdc8381e2e12,small and round,,False,
v4_bdf90f9d64c89379,small and round body,,False,
v4_63f68698673d5f47,small and round body shape,,False,
v4_2ada4933eed363c4,small and round shape,,False,
v4_56c20092d8fcba87,small and silver in color,,False,
v4_3cc0a4d4cb652fef,small and silver in color when fresh,,False,
v4_641fc142873f283f,small and slender body,,False,
v4_d5a11565f17a4dca,small and wingless,,False,
v4_1a04485255387187,small animal,,False,
v4_5b2014e1b3931167,small aquarium fish,,False,
v4_7c3a128c6c2402e2,small aquatic animal,,False,
v4_32f74307a158cadc,small barbels near the mouth,,False,
v4_6ca7f36da8474e57,small beetle,,False,
v4_a42ab3730d593df6,small bird,,False,
v4_f7da5c52ade0af2c,small bird with a black cap and white cheeks,,False,
v4_91451bba0cf9e56f,small bird with a conical beak,,False,
v4_15eff286d4a0511b,small bird with a conical bill,,False,
v4_890bd8801e3bfd36,small bird with a plump body,,False,
v4_9c73849a2636a95e,small bird with a red breast,,False,
v4_4a71701cb12cdc50,small bird with a round body,,False,
v4_e05a13570807230b,"small bird with a short, conical bill",,False,
v4_50c513748a566319,small bird with a slender body,,False,
v4_d387f4596df3356a,small bird with bright colors,,False,
v4_a0080079a8235239,small bird with pointed wings,,False,
v4_19d34982830ff5ad,small bird with streamlined body,,False,
v4_203365c1ac5265df,small blade,,False,
v4_eb48263a1e8cf28b,small body size,,False,
v4_a58c5269507e2435,"small body size, typically 2-4 inches in length",,False,
v4_9177de2c595fcba2,small body with a narrow abdomen,,False,
v4_5c6e975e3dd9d78c,small but dangerous,,False,
v4_befd8b6b23faeb36,small but fierce,,False,
v4_3b1ab16b66ba6b8c,small but fierce fish,,False,
v4_8b5461c2da4ec7b5,small but fierce freshwater fish,,False,
v4_5da2ff908c7df310,small but powerful,,False,
v4_85bc1effeb0fbbe8,small but powerful jaws,,False,
v4_91588e30ad7f1e9f,small carnivorous mammal,,False,
v4_7aec00eadcd0bd41,small crustacean,,False,
v4_e35bc790f67ea25d,small ears,small ears,False,exact
v4_bb3336252ace0a20,small ears and eyes,,False,
v4_c731b9b1ebc8f211,small ears and eyes positioned high on the head,,False,
v4_18e80bd5b8830b48,small ears to reduce heat loss,,False,
v4_46ebf20b535f13c1,small enough to be carried in a soldier's gear,,False,
v4_16dbbbee5b495e84,small enough to be consumed whole by larger fish,,False,
v4_c9ce93b9540d7f5d,small enough to be eaten whole,,False,
v4_ce49a1c3cc45e3dd,small enough to be handheld,,False,
v4_dfdcb0f17ca7e9f8,small enough to carry,,False,
v4_13557121c9cf4886,small explosive device,,False,
v4_0f1669c33960ad0f,small eyes and ears on top of the head,,False,
v4_666ae45f96d26e5c,small eyes or eyeless,,False,
v4_1232a2afba2646b6,small eyes that are hard to see,,False,
v4_35c59b132091dd53,small fins positioned towards the rear,,False,
v4_aceffa1ddc712e76,"small fins, including a caudal fin",,False,
v4_9ed4faffebeb7003,small fish,,False,
v4_5a0fb99158beebe4,small fish with a slender body,,False,
v4_1345d33d61628776,small fish with sharp teeth,,False,
v4_7480c485cab96755,small fish with spines,,False,
v4_25f90171255dce78,small fish with spines on back,,False,
v4_c60db949424f7eb2,"small fish, typically a few inches long",,False,
v4_506c0d3bbff37fc6,"small fish, typically under 4 inches in length",,False,
v4_acc7db335f1a651a,small flying insect,,False,
v4_442d3835930002d5,small frame,,False,
v4_c6161cbf96cf90a8,small frame for one or two people,,False,
v4_e29496c60d518173,small freshwater fish,,False,
v4_ef7e972904f540fe,small furry animal,,False,
v4_3a4659a937f7a5e5,small furry body,,False,
v4_970852df56456bc7,small furry rodent,,False,
v4_8d2cf81efa08095e,small green bird,,False,
v4_757818ca1a8c097f,small grey body,,False,
v4_aadef32fe331e4a9,small handheld device,,False,
v4_bc6f09fa04b5d036,small handheld explosive device,,False,
v4_c9fc523920f609c9,small handheld firearm,,False,
v4_001d9d064fde4c36,small handheld musical instrument,,False,
v4_1ac154fcf40ebc56,small handheld size,,False,
v4_4a388c5aa2f1de17,small handheld weapon,,False,
v4_7825c68a26996b5c,small head relative to body,,False,
v4_e8ddc3275ffb60e0,small head with a beak,,False,
v4_7fb86b0b25473de5,"small head with a long, pointed beak",,False,
v4_6bd3a3080f4ea3d3,small head with a pointed beak,,False,
v4_961d0ee550b57f23,"small head with a short, thin beak",,False,
v4_91459243eb962399,small head with chewing mouthparts,,False,
v4_28571c5f9dcecd95,small head with mandibles,,False,
v4_44d6ab34f99f4f1a,small head with short antennae,,False,
v4_ccdfce2dbadcaab3,small horns or ossicones on the head,,False,
v4_9790571c2e800b06,small in size,,False,
v4_113608e568cd100f,small in size compared to cars,,False,
v4_781912fc4d9c0f4a,"small in size, fitting in a hand",,False,
v4_44266273921f924c,"small in size, typically 5-7 centimeters long",,False,
v4_c8d0dfb3193c4b13,"small in size, typically about 3-4 millimeters long",,False,
v4_629015c554b40f45,"small in size, typically about 5-6 inches long",,False,
v4_a33b7e979f0b2f79,"small in size, typically around 20-30 cm long",,False,
v4_acee397c6cc23d46,"small in size, typically around 7-12 inches long",,False,
v4_30aadaf7fc7edd46,"small in size, usually less than 1 cm long",,False,
v4_3511b15636d0f8dd,"small in size, usually less than 15mm long",,False,
v4_d7a2a86414d33e44,"small in size, usually less than an inch long",,False,
v4_26020871efd0e449,"small in size, usually under 1 cm long",,False,
v4_4b16a8705dfaf0d5,small insect,,False,
v4_9cf5485ffcbb8d4d,small insect with a slender body,,False,
v4_ac5757594b6a2eb0,small insect with long antennae,,False,
v4_e1497f0b7ee12213,small insect with wings,,False,
v4_d98b30100ddfef37,small invertebrate,,False,
v4_4c5d7a0016d03591,small jingles or metal discs attached around the rim,,False,
v4_eb9572018cd2bfec,small kitchen appliance,,False,
v4_2e761bbbfea9bdfc,small lizard,,False,
v4_17316b263a8aaa74,small lizard with a slender body,,False,
v4_36320e5e0d3a65a3,small mammal,,False,
v4_8b921c277c8b874b,small mammal with a long tail,,False,
v4_0de3888610aa29e8,small mammal with a pointed snout,,False,
v4_ceec4ecd68a5a0fa,small mammal with fur,,False,
v4_7e39d347da671937,small mammal with spines,,False,
v4_143ffae3e66c3c55,small mammal with wings,,False,
v4_df36b53be3d91500,small measuring spoon,,False,
v4_5755f1c8329c91c3,small metal fastener,,False,
v4_470559accd86c1e5,small metal jingles attached around the edge,,False,
v4_a136a0246b1f9c81,small metal object,,False,
v4_b7394133ecca6694,small metal piece,,False,
v4_739f479a5986503d,small metal piece with a pointed end,,False,
v4_912f8a25a0f46364,small metal rod,,False,
v4_5709ff61bcc7cadb,small metal utensil,,False,
v4_b0cf1399fcc7b29e,small musical instrument,,False,
v4_518e691659c8271c,small oily fish,,False,
v4_6869addff9ba7a32,small orange fish,,False,
v4_146c2029888963cb,small parasitic insect,,False,
v4_1d9babed4cc69a9d,small plastic instrument,,False,
v4_43a83ef30c1f1364,small platform,,False,
v4_f5d40e66f1baac76,small platform for standing,,False,
v4_267c261dc3513e0e,small portable size,,False,
v4_1755459446df068e,small pouch or pocket for holding projectiles,,False,
v4_bb443434e70a349a,small projectile launcher,,False,
v4_095ed5a4d4c331e4,"small projectile, often a stone or marble, fits in the pouch",,False,
v4_8796b7618dbee714,small rectangular metal body,,False,
v4_3375255c1179d943,small rectangular shape,,False,
v4_e0a103b0c97b9404,small red body,,False,
v4_ef88af4485ca0c42,small red body with black spots,,False,
v4_56f7ebc9c0c624d4,small reptile,,False,
v4_70c95053c4bfb35e,small rodent,,False,
v4_6e304a3c142ae473,small saltwater fish,,False,
v4_689dac5fae069664,small schooling fish,,False,
v4_5c0469037ed8ca50,small silver fish,,False,
v4_73862ac9b16f38d3,small silver or stainless steel utensil,,False,
v4_5543b61aab81bb2e,small silver spoon,,False,
v4_28aac512ca3c640b,small silver utensil,,False,
v4_f8ebd71908a6bf78,small silverware,,False,
v4_68e83494c3c14ad8,small size,,False,
v4_ac4f7c8c21c06ed9,small size compared to other fish,,False,
v4_65c0e574c04f7027,small size makes them easy to overfish,,False,
v4_0e7db1482ac5e660,"small size, easily held in hand",,False,
v4_3f06c8d3a2c3685a,"small size, easily held in one hand",,False,
v4_34eaf6cc61918fbc,small songbird,,False,
v4_0440c6d663f5a15c,small spiny mammal,,False,
v4_5c8b74481816156d,small spoon,,False,
v4_0b13b6d6845172e4,small spoon used for stirring tea,,False,
v4_f95894433c79daa1,small spoon used for stirring tea or coffee,,False,
v4_24a78ccee096b798,small stones or marbles as projectiles,,False,
v4_b2b69eca5c5ababd,small stones or pellets as projectiles,,False,
v4_4bf513bbbbf9967d,"small to medium in size, usually under an inch long",,False,
v4_bade67d6ac0347bf,small to medium size,,False,
v4_0c787e61b0f57423,small to medium-sized bird,,False,
v4_6db396d87fe3e6dc,"small to medium-sized bird, typically 7-18 inches long",,False,
v4_978f66b072e21945,small to medium-sized body,,False,
v4_8a282779779919bd,small to medium-sized body with a length of about 25-30 cm,,False,
v4_447436e53351a409,"small to medium-sized body, typically 7 to 18 inches long",,False,
v4_177ef7241f337715,small to medium-sized fish,,False,
v4_f3509237cb9b77a2,small to medium-sized lizard,,False,
v4_5849916c7f4bb619,small to medium-sized mammal,,False,
v4_30ff8afce5719598,small to medium-sized reptile,,False,
v4_08bd82b2d50a0d9a,small two-wheeled vehicle,,False,
v4_cd553fb118d461bc,small vehicle,,False,
v4_399c99018e289a93,small vehicle frame,,False,
v4_de27f95637befe2f,small vehicle with an open frame,,False,
v4_2d2089eabd7840d0,small wheels,,False,
v4_4689882d1b45e95f,small white bird,,False,
v4_d49da4682283f5c5,small wind instrument,,False,
v4_921e4c43118c67bc,small wooden instrument,,False,
v4_320051ebde81d5b1,small wooden or plastic instrument,,False,
v4_ca3f442c97f9ed24,small wooden wind instrument,,False,
v4_6796b96fc01e0d61,small yellow bird,,False,
v4_86daa3fde480a9d4,"small, almost flat head",,False,
v4_175281ab56102070,"small, barbed teeth",,False,
v4_29ed6e87a9f34157,"small, barbel-less mouth",,False,
v4_6d54bf496535a267,"small, barbel-like whiskers near mouth",,False,
v4_1f5bd7286028c364,"small, beak-like mouth",,False,
v4_758a7da756dad577,"small, black eyes",,False,
v4_aa7e720fb062c207,"small, clawed feet",,False,
v4_d2af105a7803b9a7,"small, clawed feet for gripping branches",,False,
v4_a87382a12131496b,"small, colorful fish",,False,
v4_e14c8cabf0ccd3c9,"small, compact body with a wide head",,False,
v4_168ae2ecf027d43e,"small, compound eyes",,False,
v4_6f4f6020e06c8eef,"small, conical head",,False,
v4_3e6fcb8ddf0695a8,"small, conical scales cover the body",,False,
v4_091a79ddee5e0c68,"small, cycloid scales",,False,
v4_ceb59f79f4e7ce77,"small, dark brown beetle",,False,
v4_1d23dc88be6e9f6b,"small, elongated body",,False,
v4_4bce567257befcca,"small, elongated fish body",,False,
v4_bd9ed440f4869fef,"small, fine teeth",,False,
v4_7c64fa36235cd9d2,"small, forked tail fin",,False,
v4_59111a0811569692,"small, gentle bird",,False,
v4_90d72e059d76dc1a,"small, greyish-brown body",,False,
v4_e6427eeea0ce8b2e,"small, handheld blade",,False,
v4_b9dc898812027d14,"small, inconspicuous ear openings",,False,
v4_ed6f1d6446c759cf,"small, inconspicuous eyes",,False,
v4_5b022d8f931c6562,"small, inconspicuous head",,False,
v4_160a24c186ab9bae,"small, legless amphibian",,False,
v4_57dccb68474de054,"small, often barely visible eyes",,False,
v4_c56b5a4408ea1615,"small, plump bird",,False,
v4_b44f77932ec1bbc3,"small, pointed fins",,False,
v4_0801ed5153a9d1a3,"small, pointed head",,False,
v4_0e722667543c9ebf,"small, rodent-like body",,False,
v4_4dcfa533199efcf2,"small, round body",,False,
v4_6c6e28e412d0f25d,"small, round eyes positioned on the sides of the head",,False,
v4_ead6e5c88b10122c,"small, round or oval shape",,False,
v4_59ff8f67cd19bcd2,"small, round shape",,False,
v4_75cc6ea6b9124828,"small, round to oval shape",,False,
v4_a4028b766a7ebdb6,"small, round wings",,False,
v4_5f3dd8971668558b,"small, round, dome-shaped body",,False,
v4_cd548f029208f9b3,"small, round, domed shape",,False,
v4_b43520886c78ec16,"small, rounded fins",,False,
v4_c8b4172714d0ea98,"small, rounded head",,False,
v4_9ba6971ef86722d9,"small, rounded tail fin",,False,
v4_919a0c0af56a5dd8,"small, segmented body",,False,
v4_3219a0577e720878,"small, sharp blade",,False,
v4_abb10c075bf3cc7c,"small, sharp teeth",,False,
v4_58742e85d1404593,"small, silvery fish",,False,
v4_bd67515b64a17470,"small, slender fish",,False,
v4_ea814023c5126c33,"small, slightly protruding lower jaw",,False,
v4_610428e16cdefb94,"small, snake-like lizard",,False,
v4_3d90d3f83d4c6ff0,"small, typically less than 1 mm in length",,False,
v4_077bcde719a63849,"small, typically less than 15mm in length",,False,
v4_dc2ea61610e7ed4a,"small, wingless insect",,False,
v4_825f5b702a342a57,"small, worm-like body",,False,
v4_3a2c69d941d9b0bd,"small, worm-like reptile",,False,
v4_f588d721e6792227,smaller and lighter than a modern piano,,False,
v4_4e25cf1943f52d22,smaller and lighter than a motorcycle,,False,
v4_7fcfb774c79377ac,smaller and more maneuverable than cars,,False,
v4_a1868a7f8d486c94,"smaller harps, like the lever harp, do not have pedals",,False,
v4_91837d884193eea4,"smaller harps, like the lever harp, do not have pedals and use levers to adjust the pitch",,False,
v4_825a6ec5363a4b89,"smaller harps, such as the lever harp, are portable and often used in folk music",,False,
v4_8725d0d605f10cdc,smaller than a car,,False,
v4_8395a1cc501517b4,smaller than a kitchen knife,,False,
v4_d7ff33df7d9c1464,smaller than a modern piano,,False,
v4_c99b545d36feb72a,smaller than a motorcycle,,False,
v4_2c6be8c2ead9c7c8,smaller than a piano,,False,
v4_7287420e53d59d1f,smaller than a tablespoon,,False,
v4_501bc88857814860,smaller than other fish,,False,
v4_45a56256320850d5,smaller than other fish like salmon,,False,
v4_2dda10641033547a,smart,,False,
v4_fb8691c2dad8c07c,smelly when opened,,False,
v4_8f9a7acb38f5a1fc,smoke and fire upon firing,,False,
v4_561b8a2a65cbba7b,smoke and flame upon discharge,,False,
v4_74b642d1a2026578,smoke and flame upon firing,,False,
v4_54b7570c8341da9f,smoke dischargers,,False,
v4_121e193baf362469,smoke dischargers for concealment,,False,
v4_da91870f41243a6f,smoke dischargers on sides,,False,
v4_41b156825c64f2b8,smoke grenades create a dense cloud of smoke for obscuring vision,,False,
v4_bea44c138979eb4f,smoke grenades create a dense cloud of smoke to obscure vision,,False,
v4_6290e7f2554b333e,smoke is often visible after firing,,False,
v4_8583feef0741b437,smoke is produced when fired,,False,
v4_6ea2c97be374944f,smoke or exhaust from the rear when fired,,False,
v4_9496bb236abe5362,smoke or steam emitted from the locomotive,,False,
v4_f2e34888e8ef58af,smoke point,,False,
v4_e1dede9d88e6c523,smoke point consideration,,False,
v4_22bc429558088f21,smoke trail,,False,
v4_00ec92beb7d8d5e6,smoked variety,,False,
v4_9f628222d4a6b75e,smokestack on locomotive,,False,
v4_18484ae30613fbda,smokestack or exhaust,,False,
v4_874c617fa3a37dbf,smokestack or exhaust pipe on the locomotive,,False,
v4_118d6dd6f408f199,smokestack or exhaust pipe on top,,False,
v4_4377cc019a2e1195,smokestack or exhaust pipe visible on locomotive,,False,
v4_71b88d6b460115b6,smokestack or exhaust vents visible,,False,
v4_37dcedf8569555ab,smooth,,False,
v4_5c80c757f4325df4,smooth and aerodynamic surface,,False,
v4_8a8705c7fbed360f,smooth and continuous underbelly,,False,
v4_b1982d954fe5bb0e,smooth and cool surface,,False,
v4_77d1b28a74474f1a,smooth and fine feather texture,,False,
v4_41f80e5ffb2065ac,smooth and flat body profile,,False,
v4_a5416a407fd5db5d,smooth and flat control panel,,False,
v4_7abb35128b09330c,smooth and flexible surface of the envelope,,False,
v4_56b88ed8b66dac8d,smooth and often leather in shoes,,False,
v4_dcc4488329e00db0,smooth and often made of rubber,,False,
v4_8b0a7880e110ef2b,smooth and often made of rubber or leather,,False,
v4_7a9cda32a9bed7d6,smooth and often rubbery texture,,False,
v4_62f07a8e88bbacf2,smooth and polished exterior surface,,False,
v4_1e964b9944c2992f,smooth and scaly skin,,False,
v4_0bb2098a73675a69,smooth and shiny exoskeleton,,False,
v4_c84d168bedc98ac0,smooth and shiny exterior,,False,
v4_e1fdbf27066e0ff8,smooth and shiny scales,,False,
v4_fcc434e233ba6769,smooth and shiny skin,,False,
v4_025b5ba2243c6cb0,smooth and shiny skin surface,,False,
v4_b1acd6b6609290ff,smooth and shiny surface,,False,
v4_e192116e3a45f2d4,smooth and shiny surface on body,,False,
v4_24781743a9390231,smooth and silent movement through the air,,False,
v4_4b2c099d9c8c65fd,smooth and slimy skin,,False,
v4_c0b4560445fae52d,smooth and slimy surface texture,,False,
v4_6014d131fb344473,smooth and streamlined surface,,False,
v4_71fcbdda9c4fed4f,smooth and taut surface of the envelope,,False,
v4_920cefa7e160a95d,smooth and taut surface of the inflated envelope,,False,
v4_ba0147c969933c8f,smooth body surface,,False,
v4_291e87d5618998df,smooth bore barrel,,False,
v4_d95d1a0a4d0af181,smooth bore interior,,False,
v4_b25d7b862028a1ea,smooth bore or rifled barrel,,False,
v4_553fa0594df0aa84,smooth but sometimes bumpy ride,,False,
v4_312fb0ae6c69e76d,smooth exoskeleton,,False,
v4_f4ed17ca601adfba,smooth exterior,,False,
v4_b7df8b4823a19b31,smooth exterior surface,,False,
v4_da0ded2860809125,smooth exterior surface often made of metal or plastic,,False,
v4_32dd458d59b641cd,"smooth exterior surface, often stainless steel or white",,False,
v4_a2370c5bce97afc9,smooth feathers,,False,
v4_b217328cc27f0713,smooth fingerboard,,False,
v4_8e1c1cc8aada796a,smooth fur,,False,
v4_de5ecf771c4dd307,smooth interior,,False,
v4_afb03c17b2635a12,smooth interior barrel,,False,
v4_c0e6fecbe69a495a,smooth interior for easy cleaning,,False,
v4_461f5d12edb311b1,smooth interior surface,,False,
v4_0db06ed6bca12e67,smooth interior surface for easy cleaning,,False,
v4_26db828b3e9c7434,smooth interior walls,,False,
v4_32b9c2a0f28291d4,smooth metal surface,,False,
v4_c0340ac70ef807b8,smooth metal tracks guiding the train,,False,
v4_f1f069cdb9e146a6,smooth movement,,False,
v4_06955d00bcf5f93b,smooth on the back side,,False,
v4_13df84106f3a06c2,smooth or abrasive texture,,False,
v4_ec7b5870bf990583,smooth or grooved texture,,False,
v4_c86c107bc58995b7,smooth or rough finish,,False,
v4_645d1a77bd4461f2,smooth or rough texture depending on grit,,False,
v4_41e0ea0ee0acbde7,smooth or slightly rough surface,,False,
v4_2510be1b9f4bd8d8,smooth or slightly textured edge,,False,
v4_f017f1b08fe6dd5b,smooth or slightly textured surface on the head,,False,
v4_c2a054a08e2f8140,smooth or textured exterior for grip,,False,
v4_b0c4080906905575,smooth or textured outer surface,,False,
v4_e637594433ab5a4f,smooth or textured surface for better hold,,False,
v4_0201c8a93763c502,smooth outer edge,,False,
v4_bbf45e549a2ff100,smooth outer surface,,False,
v4_6caa1963e3638e93,smooth plumage,,False,
v4_c00f123f08003573,smooth plumage texture,,False,
v4_ff9a90cc53990d76,smooth scales,,False,
v4_e982ef32d12cc821,smooth skin,,False,
v4_aa1144de208af370,smooth skin between spots,,False,
v4_593b0220f0568260,smooth skin surface,,False,
v4_80184559d99d75f8,smooth skin texture,,False,
v4_18c134a746e43357,smooth surface,,False,
v4_a6b20ece1a98affb,smooth surface for easy cleaning,,False,
v4_81dc4393dbbe98c1,smooth surface for easy handling,,False,
v4_194b4a23794b0a7d,smooth surface for holding food,,False,
v4_2421e017043c07d4,smooth surface on both sides of the blade,,False,
v4_3f907f22a9bad8fb,smooth surface on handle,,False,
v4_4655af3b98a1cc74,smooth surface on the adjustable part,,False,
v4_c80d9ea8e5fbfdac,smooth surface on the body,,False,
v4_f24e00d8bf238fc1,smooth surface on the bowl and handle,,False,
v4_c0dddc5ccce43c48,smooth surface on the frame,,False,
v4_de4316198d2902a3,smooth surface on the outer edges,,False,
v4_3ccd3813cd8500ee,smooth surface on the playing side,,False,
v4_fe4bbb4b1270c1b6,smooth surface on the top and bottom,,False,
v4_6e59747e1b3f8b76,smooth surface on top,,False,
v4_1c76c4fb22a4bc57,smooth surface texture,,False,
v4_3e33ec2af9f4cfb7,smooth surface texture on both the bowl and handle,,False,
v4_26c4a0cb0d2f4c77,smooth surface with a slight texture from the holes,,False,
v4_d4b45a0c395b96a4,smooth surface with handles,,False,
v4_ef5fc96965bb96db,smooth surface with metal keywork,,False,
v4_e099128c05da3aa3,smooth surface with possible textured grip,,False,
v4_5bb5790e6f162b8b,smooth texture,,False,
v4_4f52f3445394dd30,smooth texture on the bottom of the foot,,False,
v4_0cf2037aad998b4e,smooth texture on the wings,,False,
v4_ffee50e6c84e1de4,smooth transition from handle to head,,False,
v4_1ced71e388b21910,smooth varnished surface,,False,
v4_e8143bd7dbbbdcc0,"smooth, continuous dorsal and anal fins",,False,
v4_ba5316b0c93bf70a,"smooth, continuous fin along the back",,False,
v4_a37af02313b67209,"smooth, dense feathers for insulation",,False,
v4_f67745a6caa3b53b,"smooth, even surface for heat distribution",,False,
v4_9cec27982ab9f107,"smooth, fine feathers",,False,
v4_6560c7072a47cacb,"smooth, fine texture of feathers",,False,
v4_aab8ddb626a2c458,"smooth, fine texture of plumage",,False,
v4_40dcda3679457a70,"smooth, flat floor",,False,
v4_a0d7c88fb9e27cbe,"smooth, flat floor for easy boarding",,False,
v4_2291b429f2c30e0d,"smooth, flat floor for easy movement",,False,
v4_4b3f2e94be5f73b7,"smooth, flat floor for standing",,False,
v4_cbcaf1d02419c4b3,"smooth, flat floors inside the cars",,False,
v4_6903d5508c982fb2,"smooth, flat floors made of metal or rubber",,False,
v4_5dd209fab6b87522,"smooth, flat interior floor",,False,
v4_f4d958824fda603c,"smooth, gentle cooing sound",,False,
v4_165a022fb00bc9a0,"smooth, glossy surface",,False,
v4_a5e801cd43b39c8f,"smooth, hairless skin",,False,
v4_04111872ccc25188,"smooth, hairless skin that secretes a red fluid",,False,
v4_58a8bf3a3ba47fd7,"smooth, hard exoskeleton",,False,
v4_bd838ae4ede43973,"smooth, hard floors",,False,
v4_c107e72b306b09b0,"smooth, hard interior surfaces",,False,
v4_c37f4a7f284e4538,"smooth, hard shell",,False,
v4_0ba9ff6e26faf082,"smooth, leathery skin on the underside",,False,
v4_52784a0945db3456,"smooth, lightweight fabric for the envelope",,False,
v4_f1e74d03fc496319,"smooth, lightweight fabric material",,False,
v4_1b566a8f7c64a117,"smooth, low-vibration ride",,False,
v4_8e5ecb012e51175f,"smooth, matte surface finish",,False,
v4_d76f6eaba74f5593,"smooth, metal exterior with windows along the sides",,False,
v4_62ad18a9707c93a9,"smooth, non-porous surface on the envelope",,False,
v4_63df1b8180082ea9,"smooth, often colorful skin",,False,
v4_5e637c495162526e,"smooth, often patterned exterior",,False,
v4_24b5cf74497ce87b,"smooth, polished fingerboard",,False,
v4_aa7b29801506c31e,"smooth, polished floor inside the carriages",,False,
v4_6560922126220d04,"smooth, polished floor surfaces",,False,
v4_b496c5278b0c9894,"smooth, polished fretboard for sliding fingers",,False,
v4_5e21965e4a9fc3d3,"smooth, polished surface",,False,
v4_81b98347f40062a1,"smooth, polished surface on the body",,False,
v4_efdbf07b6e6128fb,"smooth, polished surface on the fingerboard",,False,
v4_5e10507d5b9807e7,"smooth, polished surface on the fretboard",,False,
v4_cd94514a3b56fb46,"smooth, polished surface on the neck",,False,
v4_fed3e7433b2dcd9a,"smooth, polished surfaces inside",,False,
v4_c261b41b54b7e292,"smooth, quiet flight",,False,
v4_9457d9a3cd21f8c0,"smooth, repetitive motion while moving",,False,
v4_e983c653d2af0a6c,"smooth, rounded shell segments",,False,
v4_2ce561c218fdfc46,"smooth, rubbery skin texture",,False,
v4_941e5de634b0c47a,"smooth, sandpaper-like skin",,False,
v4_48f61040ffc016ce,"smooth, scale-covered skin",,False,
v4_a3acb8a1b72ef247,"smooth, scaleless skin",,False,
v4_44b498249d8b61b2,"smooth, scaly skin",,False,
v4_53dc3a305f80880e,"smooth, seamless exterior surface",,False,
v4_a723bcf6c66c6623,"smooth, shiny antennae",,False,
v4_7f759f5da07eba4e,"smooth, shiny body surface",,False,
v4_94fd6799ed964cd8,"smooth, shiny exoskeleton",,False,
