prompt_variant,word_normalized,feature_text_normalized,feature_text_example,response_frequency,valid_response_count,response_proportion
C,trombone,requires breath control,requires breath control,4,20,0.2
C,trombone,requires buzzing lips,requires buzzing lips,4,20,0.2
C,trombone,requires buzzing lips to play,requires buzzing lips to play,4,20,0.2
C,trombone,requires buzzing lips to produce sound,requires buzzing lips to produce sound,1,20,0.05
C,trombone,requires embouchure control,requires embouchure control,3,20,0.15
C,trombone,requires embouchure technique,requires embouchure technique,2,20,0.1
C,trombone,requires lip vibration,requires lip vibration,3,20,0.15
C,trombone,slide mechanism,slide mechanism,15,20,0.75
C,trombone,sliding mechanism,sliding mechanism,2,20,0.1
C,trombone,sliding tube mechanism,sliding tube mechanism,2,20,0.1
C,trombone,used in jazz and classical music,used in jazz and classical music,2,20,0.1
C,trombone,used in jazz and orchestras,used in jazz and orchestras,1,20,0.05
C,trombone,used in jazz bands,used in jazz bands,10,20,0.5
C,trombone,used in orchestras,used in orchestras,5,20,0.25
C,trombone,used in orchestras and bands,used in orchestras and bands,2,20,0.1
C,trout,can be caught by fishing,can be caught by fishing,2,20,0.1
C,trout,can be farmed,can be farmed,5,20,0.25
C,trout,can be found in rivers and lakes,can be found in rivers and lakes,1,20,0.05
C,trout,can be grilled or fried,can be grilled or fried,1,20,0.05
C,trout,can jump high,can jump high,1,20,0.05
C,trout,can jump out of water,can jump out of water,1,20,0.05
C,trout,can live in both still and moving water,can live in both still and moving water,1,20,0.05
C,trout,can live in rivers and lakes,can live in rivers and lakes,2,20,0.1
C,trout,cold water preference,cold water preference,1,20,0.05
C,trout,cold-blooded animal,cold-blooded animal,1,20,0.05
C,trout,cold-water fish,cold-water fish,5,20,0.25
C,trout,cold-water habitat,cold-water habitat,8,20,0.4
C,trout,cold-water species,cold-water species,2,20,0.1
C,trout,color varies by species,color varies by species,1,20,0.05
C,trout,delicate flavor,delicate flavor,4,20,0.2
C,trout,"delicate, flaky flesh","delicate, flaky flesh",1,20,0.05
C,trout,diet includes insects and smaller fish,diet includes insects and smaller fish,1,20,0.05
C,trout,eaten as a food source,eaten as a food source,1,20,0.05
C,trout,eaten as food,eaten as food,12,20,0.6
C,trout,eaten by humans,eaten by humans,1,20,0.05
C,trout,eats insects and small fish,eats insects and small fish,3,20,0.15
C,trout,eats insects and smaller fish,eats insects and smaller fish,2,20,0.1
C,trout,edible,edible,1,20,0.05
C,trout,farmed for food,farmed for food,1,20,0.05
C,trout,fins and scales,fins and scales,1,20,0.05
C,trout,fins for swimming,fins for swimming,8,20,0.4
C,trout,fly fishing target,fly fishing target,2,20,0.1
C,trout,found in freshwater rivers and lakes,found in freshwater rivers and lakes,1,20,0.05
C,trout,freshwater fish,freshwater fish,11,20,0.55
C,trout,freshwater habitat,freshwater habitat,1,20,0.05
C,trout,game fish,game fish,2,20,0.1
C,trout,has a mild flavor,has a mild flavor,1,20,0.05
C,trout,has fins and gills,has fins and gills,1,20,0.05
C,trout,has fins and scales,has fins and scales,4,20,0.2
C,trout,has fins for swimming,has fins for swimming,3,20,0.15
C,trout,important game fish,important game fish,1,20,0.05
C,trout,important in aquaculture,important in aquaculture,1,20,0.05
C,trout,important in ecology,important in ecology,1,20,0.05
C,trout,important in fly fishing,important in fly fishing,3,20,0.15
C,trout,lays eggs,lays eggs,2,20,0.1
C,trout,lives in freshwater,lives in freshwater,5,20,0.25
C,trout,lives in freshwater streams,lives in freshwater streams,1,20,0.05
C,trout,lives in streams,lives in streams,1,20,0.05
C,trout,lives in streams and lakes,lives in streams and lakes,2,20,0.1
C,trout,lives in streams and rivers,lives in streams and rivers,1,20,0.05
C,trout,migratory behavior,migratory behavior,1,20,0.05
C,trout,often caught by anglers,often caught by anglers,1,20,0.05
C,trout,often caught by fly fishing,often caught by fly fishing,1,20,0.05
C,trout,often grilled or fried,often grilled or fried,1,20,0.05
C,trout,often has spots or stripes,often has spots or stripes,1,20,0.05
C,trout,pink or orange flesh,pink or orange flesh,1,20,0.05
C,trout,popular game fish,popular game fish,10,20,0.5
C,trout,scales are small and smooth,scales are small and smooth,1,20,0.05
C,trout,scales cover skin,scales cover skin,2,20,0.1
C,trout,scales for protection,scales for protection,5,20,0.25
C,trout,scales on skin,scales on skin,2,20,0.1
C,trout,sensitive to environmental changes,sensitive to environmental changes,1,20,0.05
C,trout,silvery scales,silvery scales,3,20,0.15
C,trout,slim body shape,slim body shape,17,20,0.85
C,trout,spawn in gravel beds,spawn in gravel beds,1,20,0.05
C,trout,spawns in autumn,spawns in autumn,1,20,0.05
C,trout,spawns in gravel beds,spawns in gravel beds,4,20,0.2
C,trout,spawns in rivers,spawns in rivers,3,20,0.15
C,trout,spawns in rivers and streams,spawns in rivers and streams,1,20,0.05
C,trout,spawns in streams,spawns in streams,2,20,0.1
C,trout,speckled appearance,speckled appearance,1,20,0.05
C,trout,spotted body,spotted body,3,20,0.15
C,trout,spotted or mottled skin,spotted or mottled skin,4,20,0.2
C,trout,spotted or striped appearance,spotted or striped appearance,1,20,0.05
C,trout,spotted or striped pattern,spotted or striped pattern,2,20,0.1
C,trout,spotted skin pattern,spotted skin pattern,1,20,0.05
C,trout,stream or lake dweller,stream or lake dweller,3,20,0.15
C,trout,stream-dwelling,stream-dwelling,1,20,0.05
C,trout,used for sport fishing,used for sport fishing,2,20,0.1
C,trout,used in fly fishing,used in fly fishing,1,20,0.05
C,trout,various colors and patterns,various colors and patterns,4,20,0.2
C,trout,various species,various species,1,20,0.05
C,trout,various species exist,various species exist,4,20,0.2
C,trout,various species exist worldwide,various species exist worldwide,1,20,0.05
C,truck,can be customized,can be customized,3,20,0.15
C,truck,can be customized for specific tasks,can be customized for specific tasks,6,20,0.3
C,truck,can be diesel or gasoline powered,can be diesel or gasoline powered,3,20,0.15
C,truck,can be used for personal or commercial purposes,can be used for personal or commercial purposes,1,20,0.05
C,truck,can carry heavy loads,can carry heavy loads,2,20,0.1
C,truck,can have a diesel engine,can have a diesel engine,1,20,0.05
C,truck,can have multiple axles,can have multiple axles,1,20,0.05
C,truck,can vary in size,can vary in size,1,20,0.05
C,truck,can vary in size and capacity,can vary in size and capacity,2,20,0.1
C,truck,can vary in size and type,can vary in size and type,1,20,0.05
C,truck,comes in different models and brands,comes in different models and brands,1,20,0.05
C,truck,comes in various sizes,comes in various sizes,3,20,0.15
C,truck,common in commercial and personal use,common in commercial and personal use,1,20,0.05
C,truck,common in construction and delivery,common in construction and delivery,1,20,0.05
C,truck,commonly seen in urban and rural areas,commonly seen in urban and rural areas,1,20,0.05
C,truck,driven on roads,driven on roads,18,20,0.9
C,truck,driven on roads and highways,driven on roads and highways,2,20,0.1
C,truck,emits exhaust fumes,emits exhaust fumes,2,20,0.1
C,truck,equipped with headlights and taillights,equipped with headlights and taillights,1,20,0.05
C,truck,equipped with heavy-duty tires,equipped with heavy-duty tires,1,20,0.05
C,truck,equipped with lights and mirrors,equipped with lights and mirrors,1,20,0.05
C,truck,four or more wheels,four or more wheels,1,20,0.05
C,truck,has a cab for the driver,has a cab for the driver,2,20,0.1
C,truck,has a cargo area,has a cargo area,5,20,0.25
C,truck,has a cargo bed,has a cargo bed,9,20,0.45
C,truck,has an engine,has an engine,4,20,0.2
C,truck,has an open cargo area,has an open cargo area,3,20,0.15
C,truck,large vehicle,large vehicle,20,20,1.0
C,truck,made of metal and plastic,made of metal and plastic,1,20,0.05
C,truck,may be customized,may be customized,1,20,0.05
C,truck,may be used for commercial purposes,may be used for commercial purposes,1,20,0.05
C,truck,may have a cab for driver and passengers,may have a cab for driver and passengers,1,20,0.05
C,truck,may have a cab for the driver,may have a cab for the driver,1,20,0.05
C,truck,may have a cabin for the driver,may have a cabin for the driver,1,20,0.05
C,truck,may have a flatbed,may have a flatbed,2,20,0.1
C,truck,may have a flatbed or enclosed body,may have a flatbed or enclosed body,1,20,0.05
C,truck,may have a flatbed or enclosed trailer,may have a flatbed or enclosed trailer,2,20,0.1
C,truck,may have a trailer,may have a trailer,6,20,0.3
C,truck,may have a trailer attached,may have a trailer attached,2,20,0.1
C,truck,may have multiple axles,may have multiple axles,3,20,0.15
C,truck,may include a trailer,may include a trailer,1,20,0.05
C,truck,often diesel-powered,often diesel-powered,1,20,0.05
C,truck,often has a cargo bed,often has a cargo bed,2,20,0.1
C,truck,often has a diesel engine,often has a diesel engine,1,20,0.05
C,truck,often used for work,often used for work,4,20,0.2
C,truck,often used for work or business,often used for work or business,1,20,0.05
C,truck,often used in commercial settings,often used in commercial settings,1,20,0.05
C,truck,often used in construction,often used in construction,6,20,0.3
C,truck,often used in construction and delivery,often used in construction and delivery,4,20,0.2
C,truck,powered by an engine,powered by an engine,4,20,0.2
C,truck,powered by an internal combustion engine,powered by an internal combustion engine,5,20,0.25
C,truck,powered by an internal combustion engine or electric motor,powered by an internal combustion engine or electric motor,2,20,0.1
C,truck,requires a driver's license to operate,requires a driver's license to operate,1,20,0.05
C,truck,requires fuel,requires fuel,1,20,0.05
C,truck,some models are designed for off-road use,some models are designed for off-road use,1,20,0.05
C,truck,typically has a cabin,typically has a cabin,1,20,0.05
C,truck,typically has a robust frame,typically has a robust frame,2,20,0.1
C,truck,typically has four or more wheels,typically has four or more wheels,6,20,0.3
C,truck,typically has four wheels,typically has four wheels,1,20,0.05
C,truck,used for commercial purposes,used for commercial purposes,1,20,0.05
C,truck,used for transportation,used for transportation,7,20,0.35
C,truck,used for transporting goods,used for transporting goods,13,20,0.65
C,truck,used in construction and delivery,used in construction and delivery,2,20,0.1
C,truck,varies in size and capacity,varies in size and capacity,6,20,0.3
C,truck,varies in size and shape,varies in size and shape,1,20,0.05
C,truck,varies in size and type,varies in size and type,4,20,0.2
C,truck,varies in size from small pickups to large semis,varies in size from small pickups to large semis,1,20,0.05
C,truck,varies in size from small to massive,varies in size from small to massive,1,20,0.05
C,trumpet,associated with fanfares,associated with fanfares,6,20,0.3
C,trumpet,associated with fanfares and ceremonies,associated with fanfares and ceremonies,1,20,0.05
C,trumpet,associated with fanfares and marches,associated with fanfares and marches,1,20,0.05
C,trumpet,associated with fanfares and military music,associated with fanfares and military music,1,20,0.05
C,trumpet,associated with fanfares and parades,associated with fanfares and parades,2,20,0.1
C,trumpet,bell-shaped end,bell-shaped end,1,20,0.05
C,trumpet,brass construction,brass construction,4,20,0.2
C,trumpet,brass instrument,brass instrument,16,20,0.8
C,trumpet,can be decorated,can be decorated,1,20,0.05
C,trumpet,can be decorated with gold or silver plating,can be decorated with gold or silver plating,1,20,0.05
C,trumpet,can be decorated with gold plating,can be decorated with gold plating,2,20,0.1
C,trumpet,can be lacquered or silver-plated,can be lacquered or silver-plated,1,20,0.05
C,trumpet,can be loud and bright,can be loud and bright,1,20,0.05
C,trumpet,can be ornate or plain,can be ornate or plain,1,20,0.05
C,trumpet,can be silver or gold colored,can be silver or gold colored,1,20,0.05
C,trumpet,can be silver or gold-colored,can be silver or gold-colored,1,20,0.05
C,trumpet,can be solo instrument,can be solo instrument,2,20,0.1
C,trumpet,can be solo or ensemble,can be solo or ensemble,2,20,0.1
C,trumpet,can be solo or ensemble instrument,can be solo or ensemble instrument,3,20,0.15
C,trumpet,"can produce bright, clear tones","can produce bright, clear tones",1,20,0.05
C,trumpet,common in jazz music,common in jazz music,1,20,0.05
C,trumpet,compact and portable,compact and portable,6,20,0.3
C,trumpet,compact and portable design,compact and portable design,1,20,0.05
C,trumpet,cylindrical bore,cylindrical bore,10,20,0.5
C,trumpet,"elongated, curved shape","elongated, curved shape",1,20,0.05
C,trumpet,has a bell-shaped end,has a bell-shaped end,5,20,0.25
C,trumpet,"has a bright, clear tone","has a bright, clear tone",1,20,0.05
C,trumpet,"has a bright, piercing tone","has a bright, piercing tone",1,20,0.05
C,trumpet,has a flared bell,has a flared bell,4,20,0.2
C,trumpet,has a flared bell at the end,has a flared bell at the end,2,20,0.1
C,trumpet,has valves,has valves,2,20,0.1
C,trumpet,has valves to change pitch,has valves to change pitch,9,20,0.45
C,trumpet,"long, curved tubing","long, curved tubing",1,20,0.05
C,trumpet,often featured in fanfares,often featured in fanfares,1,20,0.05
C,trumpet,often featured in jazz,often featured in jazz,2,20,0.1
C,trumpet,often featured in military bands,often featured in military bands,4,20,0.2
C,trumpet,often played in bands and orchestras,often played in bands and orchestras,1,20,0.05
C,trumpet,often played in jazz music,often played in jazz music,1,20,0.05
C,trumpet,often played with a mute,often played with a mute,1,20,0.05
C,trumpet,often seen in orchestras,often seen in orchestras,4,20,0.2
C,trumpet,often seen in orchestras and bands,often seen in orchestras and bands,2,20,0.1
C,trumpet,often used in jazz and classical music,often used in jazz and classical music,2,20,0.1
C,trumpet,often used in jazz bands,often used in jazz bands,1,20,0.05
C,trumpet,played by blowing air into a mouthpiece,played by blowing air into a mouthpiece,1,20,0.05
C,trumpet,played by buzzing lips into mouthpiece,played by buzzing lips into mouthpiece,1,20,0.05
C,trumpet,played with a mouthpiece,played with a mouthpiece,2,20,0.1
C,trumpet,played with lips,played with lips,5,20,0.25
C,trumpet,played with lips and breath,played with lips and breath,1,20,0.05
C,trumpet,played with valves,played with valves,7,20,0.35
C,trumpet,portable,portable,1,20,0.05
C,trumpet,portable and compact,portable and compact,1,20,0.05
C,trumpet,portable and easily carried,portable and easily carried,1,20,0.05
C,trumpet,portable and relatively lightweight,portable and relatively lightweight,1,20,0.05
C,trumpet,portable and relatively small,portable and relatively small,3,20,0.15
C,trumpet,portable instrument,portable instrument,1,20,0.05
C,trumpet,"produces bright, clear sound","produces bright, clear sound",1,20,0.05
C,trumpet,produces high-pitched sound,produces high-pitched sound,9,20,0.45
C,trumpet,produces high-pitched sounds,produces high-pitched sounds,1,20,0.05
C,trumpet,produces high-pitched tones,produces high-pitched tones,2,20,0.1
C,trumpet,"produces high-pitched, bright sound","produces high-pitched, bright sound",1,20,0.05
C,trumpet,produces sound through buzzing lips,produces sound through buzzing lips,4,20,0.2
C,trumpet,produces sound through lip vibration,produces sound through lip vibration,1,20,0.05
C,trumpet,produces sound through vibrating lips,produces sound through vibrating lips,1,20,0.05
C,trumpet,ranges from low to high notes,ranges from low to high notes,1,20,0.05
C,trumpet,requires breath control,requires breath control,13,20,0.65
C,trumpet,requires breath control and embouchure,requires breath control and embouchure,2,20,0.1
C,trumpet,requires breath control and technique,requires breath control and technique,2,20,0.1
C,trumpet,requires buzzing lips,requires buzzing lips,1,20,0.05
C,trumpet,requires lip vibration,requires lip vibration,1,20,0.05
C,trumpet,requires regular cleaning and maintenance,requires regular cleaning and maintenance,1,20,0.05
C,trumpet,shiny surface,shiny surface,1,20,0.05
C,trumpet,symbolizes celebration and triumph,symbolizes celebration and triumph,1,20,0.05
C,trumpet,three valves,three valves,2,20,0.1
C,trumpet,used in jazz and classical music,used in jazz and classical music,4,20,0.2
C,trumpet,used in jazz bands,used in jazz bands,8,20,0.4
C,trumpet,used in military and ceremonial contexts,used in military and ceremonial contexts,1,20,0.05
C,trumpet,used in orchestras,used in orchestras,3,20,0.15
C,trumpet,used in orchestras and bands,used in orchestras and bands,1,20,0.05
C,trumpet,used in orchestras and jazz bands,used in orchestras and jazz bands,1,20,0.05
C,turkey,bare head,bare head,12,20,0.6
C,turkey,bare head and neck,bare head and neck,5,20,0.25
C,turkey,broad tail,broad tail,16,20,0.8
C,turkey,can fly short distances,can fly short distances,8,20,0.4
C,turkey,dark meat,dark meat,1,20,0.05
C,turkey,domesticated,domesticated,7,20,0.35
C,turkey,domesticated for food,domesticated for food,2,20,0.1
C,turkey,domesticated for meat,domesticated for meat,3,20,0.15
C,turkey,domesticated variety,domesticated variety,2,20,0.1
C,turkey,domesticated variety exists,domesticated variety exists,1,20,0.05
C,turkey,eaten at thanksgiving,eaten at Thanksgiving,1,20,0.05
C,turkey,eaten during holidays,eaten during holidays,3,20,0.15
C,turkey,eaten during thanksgiving,eaten during Thanksgiving,2,20,0.1
C,turkey,eaten on thanksgiving,eaten on Thanksgiving,3,20,0.15
C,turkey,eats seeds and insects,eats seeds and insects,1,20,0.05
C,turkey,feathered body,feathered body,6,20,0.3
C,turkey,feathers,feathers,14,20,0.7
C,turkey,flightless,flightless,4,20,0.2
C,turkey,forages,forages,1,20,0.05
C,turkey,forages for food,forages for food,10,20,0.5
C,turkey,forages for seeds and insects,forages for seeds and insects,1,20,0.05
C,turkey,gobbles,gobbles,14,20,0.7
C,turkey,gobbles loudly,gobbles loudly,6,20,0.3
C,turkey,has a fleshy wattle,has a fleshy wattle,3,20,0.15
C,turkey,has a snood,has a snood,2,20,0.1
C,turkey,has wattles,has wattles,1,20,0.05
C,turkey,large bird,large bird,20,20,1.0
C,turkey,male has beard,male has beard,3,20,0.15
C,turkey,male has wattles,male has wattles,1,20,0.05
C,turkey,naked head,naked head,3,20,0.15
C,turkey,native to north america,native to North America,13,20,0.65
C,turkey,often domesticated,often domesticated,3,20,0.15
C,turkey,popular in thanksgiving,popular in Thanksgiving,1,20,0.05
C,turkey,roosts in trees,roosts in trees,1,20,0.05
C,turkey,thanksgiving meal,Thanksgiving meal,9,20,0.45
C,turkey,thanksgiving symbol,Thanksgiving symbol,1,20,0.05
C,turkey,used for meat,used for meat,1,20,0.05
C,turkey,used in sandwiches,used in sandwiches,4,20,0.2
C,turkey,used in sandwiches and meals,used in sandwiches and meals,2,20,0.1
C,turkey,used in thanksgiving meals,used in Thanksgiving meals,1,20,0.05
C,turkey,wattle,wattle,3,20,0.15
C,turkey,wattles,wattles,1,20,0.05
C,turkey,white meat,white meat,1,20,0.05
C,turkey,wild variety,wild variety,1,20,0.05
C,turkey,wild variety exists,wild variety exists,2,20,0.1
C,turtle,can be kept as pets,can be kept as pets,1,20,0.05
C,turtle,can live for many years,can live for many years,2,20,0.1
C,turtle,can retract head and limbs,can retract head and limbs,12,20,0.6
C,turtle,can retract head and limbs into shell,can retract head and limbs into shell,1,20,0.05
C,turtle,cold-blooded,cold-blooded,19,20,0.95
C,turtle,distinctive patterns on shell,distinctive patterns on shell,1,20,0.05
C,turtle,eats plants and small animals,eats plants and small animals,18,20,0.9
C,turtle,found in diverse habitats,found in diverse habitats,2,20,0.1
C,turtle,found in various habitats,found in various habitats,3,20,0.15
C,turtle,found in various habitats worldwide,found in various habitats worldwide,3,20,0.15
C,turtle,hard shell,hard shell,2,20,0.1
C,turtle,hard shell for protection,hard shell for protection,2,20,0.1
C,turtle,has a hard shell,has a hard shell,16,20,0.8
C,turtle,has flippers or legs,has flippers or legs,1,20,0.05
C,turtle,has flippers or legs with claws,has flippers or legs with claws,3,20,0.15
C,turtle,is a reptile,is a reptile,1,20,0.05
C,turtle,lays eggs,lays eggs,19,20,0.95
C,turtle,lays eggs in sand,lays eggs in sand,1,20,0.05
C,turtle,lives in water and on land,lives in water and on land,20,20,1.0
C,turtle,long lifespan,long lifespan,18,20,0.9
C,turtle,moves slowly,moves slowly,14,20,0.7
C,turtle,often associated with wisdom,often associated with wisdom,1,20,0.05
C,turtle,often associated with wisdom and patience,often associated with wisdom and patience,1,20,0.05
C,turtle,often kept as a pet,often kept as a pet,2,20,0.1
C,turtle,often kept as pets,often kept as pets,2,20,0.1
C,turtle,retracts head and limbs,retracts head and limbs,2,20,0.1
C,turtle,retracts head and limbs into shell,retracts head and limbs into shell,5,20,0.25
C,turtle,slow movement,slow movement,3,20,0.15
C,turtle,slow movement on land,slow movement on land,1,20,0.05
C,turtle,slow-moving,slow-moving,2,20,0.1
C,turtle,some species are endangered,some species are endangered,1,20,0.05
C,turtle,used in folklore and mythology,used in folklore and mythology,1,20,0.05
C,turtle,used in various cultural stories,used in various cultural stories,1,20,0.05
C,turtle,varied diet,varied diet,1,20,0.05
C,turtle,varies in size,varies in size,9,20,0.45
C,turtle,varies in size and color,varies in size and color,6,20,0.3
C,turtle,various species,various species,1,20,0.05
C,turtle,various species sizes,various species sizes,2,20,0.1
C,vacuum cleaner,can be corded or battery-powered,can be corded or battery-powered,1,20,0.05
C,vacuum cleaner,can be corded or cordless,can be corded or cordless,3,20,0.15
C,vacuum cleaner,can be heavy or lightweight,can be heavy or lightweight,1,20,0.05
C,vacuum cleaner,can be noisy,can be noisy,7,20,0.35
C,vacuum cleaner,can be upright or canister style,can be upright or canister style,6,20,0.3
C,vacuum cleaner,can be upright or canister-style,can be upright or canister-style,1,20,0.05
C,vacuum cleaner,can be upright or handheld,can be upright or handheld,4,20,0.2
C,vacuum cleaner,can be used on furniture and curtains,can be used on furniture and curtains,1,20,0.05
C,vacuum cleaner,can cause static electricity,can cause static electricity,1,20,0.05
C,vacuum cleaner,can have attachments for different surfaces,can have attachments for different surfaces,1,20,0.05
C,vacuum cleaner,can have various attachments for different surfaces,can have various attachments for different surfaces,1,20,0.05
C,vacuum cleaner,can vary in size and power,can vary in size and power,1,20,0.05
C,vacuum cleaner,collects debris in a bag or container,collects debris in a bag or container,1,20,0.05
C,vacuum cleaner,collects dirt in a bag or canister,collects dirt in a bag or canister,1,20,0.05
C,vacuum cleaner,collects dirt in a bag or container,collects dirt in a bag or container,1,20,0.05
C,vacuum cleaner,comes in upright and canister styles,comes in upright and canister styles,3,20,0.15
C,vacuum cleaner,comes in various sizes,comes in various sizes,3,20,0.15
C,vacuum cleaner,comes in various sizes and shapes,comes in various sizes and shapes,6,20,0.3
C,vacuum cleaner,comes in various sizes and types,comes in various sizes and types,1,20,0.05
C,vacuum cleaner,comes with various attachments,comes with various attachments,3,20,0.15
C,vacuum cleaner,common household appliance,common household appliance,2,20,0.1
C,vacuum cleaner,common in households,common in households,4,20,0.2
C,vacuum cleaner,common in households and commercial settings,common in households and commercial settings,1,20,0.05
C,vacuum cleaner,commonly found in homes and offices,commonly found in homes and offices,1,20,0.05
C,vacuum cleaner,commonly found in households,commonly found in households,1,20,0.05
C,vacuum cleaner,emits a loud humming noise,emits a loud humming noise,3,20,0.15
C,vacuum cleaner,emits a loud noise,emits a loud noise,1,20,0.05
C,vacuum cleaner,filters air before release,filters air before release,1,20,0.05
C,vacuum cleaner,filters air to reduce allergens,filters air to reduce allergens,7,20,0.35
C,vacuum cleaner,found in homes and offices,found in homes and offices,1,20,0.05
C,vacuum cleaner,has a bag or a bagless container,has a bag or a bagless container,1,20,0.05
C,vacuum cleaner,has a bag or canister,has a bag or canister,1,20,0.05
C,vacuum cleaner,has a bag or dust container,has a bag or dust container,1,20,0.05
C,vacuum cleaner,has a flexible hose,has a flexible hose,7,20,0.35
C,vacuum cleaner,has a hose for reaching tight spaces,has a hose for reaching tight spaces,1,20,0.05
C,vacuum cleaner,has a motor and a bag or canister,has a motor and a bag or canister,2,20,0.1
C,vacuum cleaner,has a motor and bag or canister,has a motor and bag or canister,2,20,0.1
C,vacuum cleaner,has a motor and fan,has a motor and fan,8,20,0.4
C,vacuum cleaner,has attachments for different cleaning tasks,has attachments for different cleaning tasks,1,20,0.05
C,vacuum cleaner,includes various attachments,includes various attachments,1,20,0.05
C,vacuum cleaner,is a household appliance,is a household appliance,1,20,0.05
C,vacuum cleaner,makes a loud humming noise,makes a loud humming noise,7,20,0.35
C,vacuum cleaner,may have a retractable cord,may have a retractable cord,1,20,0.05
C,vacuum cleaner,may have a wand for reaching tight spaces,may have a wand for reaching tight spaces,1,20,0.05
C,vacuum cleaner,may have adjustable suction settings,may have adjustable suction settings,1,20,0.05
C,vacuum cleaner,may have attachments for different surfaces,may have attachments for different surfaces,1,20,0.05
C,vacuum cleaner,may have hepa filters,may have HEPA filters,1,20,0.05
C,vacuum cleaner,may have wheels for mobility,may have wheels for mobility,1,20,0.05
C,vacuum cleaner,moves on wheels,moves on wheels,5,20,0.25
C,vacuum cleaner,moves on wheels for easy maneuvering,moves on wheels for easy maneuvering,2,20,0.1
C,vacuum cleaner,moves on wheels or is portable,moves on wheels or is portable,1,20,0.05
C,vacuum cleaner,often has a bag or canister to collect debris,often has a bag or canister to collect debris,2,20,0.1
C,vacuum cleaner,often has a bag or filter,often has a bag or filter,1,20,0.05
C,vacuum cleaner,often has attachments,often has attachments,2,20,0.1
C,vacuum cleaner,often has attachments for different cleaning tasks,often has attachments for different cleaning tasks,2,20,0.1
C,vacuum cleaner,often has attachments for different surfaces,often has attachments for different surfaces,8,20,0.4
C,vacuum cleaner,often has wheels for easy movement,often has wheels for easy movement,1,20,0.05
C,vacuum cleaner,often has wheels for mobility,often has wheels for mobility,2,20,0.1
C,vacuum cleaner,often stored in a closet,often stored in a closet,1,20,0.05
C,vacuum cleaner,powered by electricity,powered by electricity,1,20,0.05
C,vacuum cleaner,produces a loud humming noise,produces a loud humming noise,2,20,0.1
C,vacuum cleaner,requires electrical power,requires electrical power,1,20,0.05
C,vacuum cleaner,requires electricity,requires electricity,1,20,0.05
C,vacuum cleaner,requires electricity to operate,requires electricity to operate,6,20,0.3
C,vacuum cleaner,requires regular cleaning of the bag or filter,requires regular cleaning of the bag or filter,1,20,0.05
C,vacuum cleaner,requires regular maintenance,requires regular maintenance,2,20,0.1
C,vacuum cleaner,stores in closets or corners,stores in closets or corners,1,20,0.05
C,vacuum cleaner,sucks up dirt and dust,sucks up dirt and dust,7,20,0.35
C,vacuum cleaner,sucks up dust and debris,sucks up dust and debris,13,20,0.65
C,vacuum cleaner,typically has wheels for mobility,typically has wheels for mobility,1,20,0.05
C,vacuum cleaner,typically stores dirt in a bag or canister,typically stores dirt in a bag or canister,1,20,0.05
C,vacuum cleaner,used for cleaning floors,used for cleaning floors,1,20,0.05
C,vacuum cleaner,used for cleaning floors and carpets,used for cleaning floors and carpets,15,20,0.75
C,vacuum cleaner,used for household cleaning,used for household cleaning,2,20,0.1
C,vacuum cleaner,used primarily for home cleaning,used primarily for home cleaning,1,20,0.05
C,vacuum cleaner,uses a bag or canister to collect dirt,uses a bag or canister to collect dirt,1,20,0.05
C,vacuum cleaner,uses an electric motor,uses an electric motor,1,20,0.05
C,vacuum cleaner,uses disposable or reusable bags,uses disposable or reusable bags,1,20,0.05
C,vacuum cleaner,uses electric power,uses electric power,1,20,0.05
C,vacuum cleaner,uses electricity,uses electricity,3,20,0.15
C,vacuum cleaner,uses replaceable bags or filters,uses replaceable bags or filters,1,20,0.05
C,vacuum cleaner,usually has a bag or filter system,usually has a bag or filter system,1,20,0.05
C,van,available in various sizes and models,available in various sizes and models,1,20,0.05
C,van,boxy shape,boxy shape,4,20,0.2
C,van,can be customized,can be customized,4,20,0.2
C,van,can be customized for specific uses,can be customized for specific uses,2,20,0.1
C,van,can be customized for various uses,can be customized for various uses,1,20,0.05
C,van,can be equipped for camping or living,can be equipped for camping or living,1,20,0.05
C,van,can be equipped with cargo area,can be equipped with cargo area,1,20,0.05
C,van,can be equipped with partitions for safety,can be equipped with partitions for safety,3,20,0.15
C,van,can be equipped with partitions for security,can be equipped with partitions for security,1,20,0.05
C,van,can be equipped with seats or removed for cargo,can be equipped with seats or removed for cargo,1,20,0.05
C,van,can be personalized,can be personalized,1,20,0.05
C,van,can carry multiple passengers,can carry multiple passengers,3,20,0.15
C,van,can have cargo area in back,can have cargo area in back,1,20,0.05
C,van,can have seats removed for cargo,can have seats removed for cargo,2,20,0.1
C,van,can have seats removed for cargo space,can have seats removed for cargo space,1,20,0.05
C,van,cargo space,cargo space,5,20,0.25
C,van,comes in various sizes and brands,comes in various sizes and brands,1,20,0.05
C,van,comes in various sizes and capacities,comes in various sizes and capacities,1,20,0.05
C,van,comes in various sizes and models,comes in various sizes and models,1,20,0.05
C,van,commercial or personal use,commercial or personal use,1,20,0.05
C,van,commercial use,commercial use,1,20,0.05
C,van,common in urban and suburban areas,common in urban and suburban areas,3,20,0.15
C,van,commonly used by businesses for deliveries,commonly used by businesses for deliveries,1,20,0.05
C,van,driven by a driver in the front seat,driven by a driver in the front seat,1,20,0.05
C,van,driven by a single operator,driven by a single operator,1,20,0.05
C,van,driven by delivery drivers,driven by delivery drivers,1,20,0.05
